site_id,region,county_code,monitor_type,has_monitoring,station_count,traffic_index,population_density,industrial_index,pm25,ozone,co2_ppm,asthma_rate,median_income,green_space_pct,development_pressure,latitude,longitude
S0403,West,776,Mobile,True,1,56.2,1053.3,55.2,31.57,30.9,426.6,5.93,43901.0,20.7,Severe,43.07695,-84.47161
S0404,Central,474,Regulatory,False,3,55.8,883.3,59.3,40.15,38.8,413.9,6.45,50583.0,30.6,Medium,33.05441,-73.28598
S0405,West,608,Regulatory,True,1,51.7,919.2,39.6,61.94,34.1,395.8,7.38,59062.0,33.7,Medium,27.42742,-83.31097
S0406,West,203,Community,True,3,61.8,898.4,66.0,43.41,47.2,427.8,4.76,43441.0,23.5,High,38.63624,-67.12163
S0407,East,447,Regulatory,True,3,47.9,853.0,22.7,36.08,25.0,347.4,5.2,57889.0,30.7,Low,47.56691,-104.46092
S0408,East,833,Mobile,True,5,68.0,1124.7,48.5,24.98,34.6,397.8,5.23,41998.0,33.6,Medium,35.41245,-76.60263
S0409,Central,847,Community,True,1,63.4,1250.7,52.3,21.01,29.6,408.5,5.39,40715.0,29.1,Low,36.03289,-84.386
S0410,South,900,Mobile,True,2,64.7,1097.9,65.2,33.35,37.8,436.6,6.2,54961.0,24.6,Medium,47.83139,-84.74528
S0411,North,068,Mobile,True,2,66.8,1188.2,62.3,33.5,39.1,435.7,5.78,55246.0,37.6,Medium,41.93406,-105.76445
S0412,North,092,Mobile,True,3,37.1,592.0,32.5,16.93,27.3,323.2,5.08,58259.0,37.5,Low,42.4622,-79.3279
S0413,Central,778,Community,True,3,46.9,1052.7,31.8,23.81,13.5,365.1,5.25,38158.0,36.3,Low,39.09809,-72.72838
S0414,South,843,Regulatory,True,5,74.9,1309.0,69.4,39.67,40.0,439.0,6.46,43418.0,33.4,High,47.9541,-111.93346
S0415,South,178,Mobile,True,1,62.9,1352.2,57.7,35.2,37.3,446.4,5.98,53471.0,30.4,Low,41.81063,-88.53393
S0416,South,663,Regulatory,True,3,70.2,1360.9,42.9,34.62,25.3,381.0,5.78,47167.0,27.2,Severe,46.2432,-101.95225
S0417,East,829,Regulatory,True,2,80.4,1505.2,66.7,38.21,26.4,442.4,5.72,37379.0,24.3,Low,42.03665,-67.60098
S0418,NORTH ,559,Mobile,False,1,56.9,1068.0,61.7,26.14,47.2,453.5,5.36,52258.0,32.0,High,42.80499,-96.96711
S0419,North,003,Regulatory,True,3,71.6,1335.9,62.7,27.41,39.6,413.1,5.71,41266.0,31.2,Medium,33.24383,-111.37159
S0420,South,103,Community,True,1,67.7,987.3,55.0,20.35,31.9,424.9,5.2,63432.0,31.7,Low,33.52479,-102.54319
S0421,Central,273,Community,True,5,85.4,1503.9,93.0,76.61,34.1,475.3,8.1,58335.0,14.6,Medium,43.83417,-86.90429
S0422,North,534,Regulatory,False,2,72.4,1405.2,61.2,32.75,28.7,422.5,6.58,51401.0,32.6,Medium,33.37919,-120.12486
S0423,East,116,Regulatory,True,1,62.5,1119.6,37.7,25.41,39.8,375.8,5.46,59170.0,32.1,Severe,39.09956,-89.79289
S0424,West,859,Community,True,2,67.6,1049.1,71.0,24.63,38.8,436.8,4.78,49224.0,29.4,High,32.36107,-70.95458
S0425,North,912,Regulatory,True,3,79.0,1415.4,56.0,90.07,29.6,461.7,9.12,52631.0,23.8,Low,44.56514,-75.60414
S0426,North,464,Regulatory,True,4,82.9,1696.8,66.1,23.8,40.6,451.7,4.23,56641.0,38.6,Low,29.37578,-120.60877
S0427,North,104,Regulatory,True,1,45.7,972.9,39.1,,23.3,406.9,4.38,51127.0,33.7,Medium,44.8331,-67.38008
S0428,West,259,Regulatory,False,2,75.9,1359.1,59.8,37.79,47.0,435.0,6.12,44804.0,25.5,Low,39.95869,-84.3232
S0429,South,308,Mobile,True,1,73.1,1430.1,78.4,44.68,50.4,437.0,6.6,32782.0,28.2,Medium,31.01855,-115.16885
S0430,West,367,Regulatory,True,3,44.0,748.2,43.8,37.72,27.2,404.8,5.01,49846.0,36.4,Severe,38.65376,-123.78607
S0431,North,929,Community,True,3,48.7,672.3,50.1,53.47,27.5,426.2,6.41,57554.0,33.8,Medium,33.07372,-114.65125
S0432,East,810,Mobile,True,2,30.5,437.2,23.3,27.34,5.0,349.1,4.94,59942.0,29.4,High,33.95455,-76.30488
S0433,North,642,Mobile,False,5,52.9,1139.9,43.1,19.06,18.9,412.1,4.61,52196.0,38.2,High,34.55785,-123.25574
S0434,East,807,Community,True,1,74.8,1313.3,39.5,26.34,19.1,401.6,5.98,42790.0,30.0,High,28.36136,-111.09403
S0435,Central,302,Regulatory,False,1,76.0,1339.1,63.5,37.23,37.0,462.2,6.36,31151.0,27.2,Low,48.19818,-80.95493
S0436,East,560,Mobile,True,3,58.5,1016.4,63.4,65.34,33.2,427.8,7.25,44940.0,14.1,High,27.67799,-90.79864
S0437,North,027,Mobile,True,1,73.8,1557.1,75.4,21.86,28.1,439.3,4.71,43222.0,22.1,Severe,41.24368,-79.4927
S0438,West,508,Regulatory,True,2,46.0,1022.8,39.4,40.26,27.6,385.5,5.07,46360.0,29.3,Low,34.98139,-81.59635
S0439,North,527,Regulatory,True,4,51.9,1201.1,37.8,28.37,33.5,409.6,6.41,52742.0,35.1,Medium,40.88922,-121.59042
S0440,North,775,Community,True,3,52.9,933.6,48.9,38.31,-5.0,380.7,6.33,65284.0,27.1,Severe,34.65934,-73.18059
S0441,Central,365,Mobile,True,4,64.8,1201.0,60.5,30.61,19.9,397.8,5.04,48782.0,18.2,High,41.48564,-111.44567
S0442,South,953,Regulatory,True,1,68.1,1043.5,60.8,23.91,34.2,430.8,5.7,47005.0,29.3,Medium,42.67856,-92.67993
S0443,North,298,Regulatory,True,5,34.7,802.1,21.4,29.82,14.3,351.9,5.44,48114.0,34.2,Medium,41.84688,-87.45343
S0444,Central,777,Community,True,2,61.6,969.5,56.5,38.59,41.3,421.8,5.73,50178.0,24.3,Medium,29.45018,-114.80388
S0445,West,361,Mobile,True,1,38.0,709.5,49.4,38.5,38.6,423.1,6.23,44117.0,30.6,Medium,41.1232,-68.3667
S0446,Central,646,Regulatory,True,2,70.6,1139.2,58.4,31.73,27.4,416.8,5.07,49126.0,17.6,Medium,33.01973,-96.43103
S0447,Central,504,Community,False,1,63.3,1068.3,64.3,26.19,29.9,407.6,5.07,52197.0,30.9,Medium,27.61923,-121.18555
S0448,East,953,Mobile,True,1,54.6,883.0,68.1,18.67,-5.0,473.3,5.02,51380.0,25.3,High,35.91886,-70.60743
S0449,South,588,Mobile,True,1,61.0,1024.3,49.0,39.01,14.2,393.3,5.6,52515.0,28.6,High,36.32118,-90.7896
S0450,South,030,Mobile,True,3,62.8,1066.2,47.6,33.86,34.6,389.7,6.16,52073.0,36.2,Severe,37.04424,-84.29639
S0451,West,439,Mobile,True,4,62.7,1063.3,48.5,20.93,29.9,423.8,6.35,34445.0,27.1,Low,42.15372,-94.30239
S0452,Central,340,Community,True,5,73.4,1421.5,66.0,27.88,44.3,433.0,4.87,51566.0,28.4,High,33.64014,-76.50257
S0453,West,126,Regulatory,False,4,49.3,755.5,48.8,23.99,23.4,406.9,4.03,45099.0,29.5,Medium,33.77853,-122.59483
S0454,West,596,Mobile,True,4,63.9,1177.2,61.6,,30.4,438.1,3.55,39170.0,47.0,Medium,28.30187,-109.06824
S0455,South,566,Mobile,True,2,55.7,1148.2,41.5,20.7,18.3,411.0,4.93,39275.0,34.6,Severe,41.76666,-97.49522
S0456,South,366,Regulatory,True,3,48.7,815.3,48.7,18.95,24.1,402.7,4.48,53577.0,23.4,Medium,39.20826,-120.09529
S0457,South,795,Mobile,True,3,59.7,988.9,65.6,,27.0,460.9,5.54,47286.0,37.4,Low,34.51264,-83.91037
S0458,NORTH ,852,Mobile,True,1,55.5,971.0,48.2,22.14,40.0,374.8,5.2,35718.0,36.6,Low,42.16156,-101.86435
S0459,Central,443,Regulatory,False,4,47.3,993.3,57.2,16.7,28.7,434.3,3.71,52865.0,28.8,Medium,38.55319,-108.82159
S0460,West,263,Regulatory,True,5,52.5,967.7,41.1,55.26,31.3,381.4,5.49,37677.0,29.2,High,37.08877,-124.30572
S0461,Central,936,Mobile,False,2,91.5,1582.9,80.6,60.14,37.1,485.7,7.21,46621.0,15.9,Severe,37.99348,-83.10976
S0462,West,872,Regulatory,True,3,59.7,1132.9,57.6,23.38,24.2,425.8,5.26,50110.0,31.1,High,40.68148,-76.55596
S0463,West,222,Community,True,1,38.9,567.4,40.4,28.63,28.8,382.6,5.13,58680.0,27.9,Severe,41.19006,-101.78517
S0464,West,840,Community,True,5,58.9,1142.3,59.7,35.91,39.7,437.4,4.64,62399.0,22.8,High,33.21259,-92.05747
S0465,West,002,Mobile,True,4,66.4,1244.8,45.9,44.34,21.8,416.1,6.55,36614.0,35.5,Severe,30.02598,-111.40802
S0466,East,910,Mobile,False,5,57.2,992.9,47.7,21.57,38.4,415.5,5.97,48623.0,39.7,Low,30.36763,-88.72364
S0467,East,394,Regulatory,True,3,61.4,1004.1,62.7,46.63,28.9,417.3,6.53,46765.0,24.6,Severe,40.7469,-123.8021
S0468,North,306,Regulatory,False,2,66.1,1082.7,65.0,27.01,32.4,429.7,4.76,51974.0,31.8,Medium,45.76678,-96.40298
S0469,South,146,Mobile,True,4,58.7,1120.4,40.2,17.28,34.3,392.3,4.9,50003.0,33.2,Severe,35.80417,-87.45818
S0470,West,530,Mobile,True,2,56.4,1162.1,57.7,,29.1,423.2,5.0,45207.0,30.6,Low,30.64468,-71.70397
S0471,Central,528,Community,False,5,55.3,918.3,56.8,47.39,34.5,433.5,7.11,45963.0,23.7,High,43.26695,-102.57319
S0472,East,308,Regulatory,True,5,30.2,598.2,26.3,57.65,24.1,337.2,6.94,42479.0,33.5,High,44.89852,-80.50156
S0473,South,965,Mobile,False,1,39.5,460.0,27.5,15.86,27.9,374.6,3.56,60143.0,27.9,Severe,45.93252,-90.133
S0474,North,948,Mobile,True,4,70.9,1205.5,67.5,43.05,17.8,437.2,5.94,51441.0,19.2,High,40.04688,-71.1968
S0475,South,671,Regulatory,False,5,89.4,1606.0,67.9,30.94,22.3,429.6,5.87,52706.0,29.5,Medium,45.50566,-101.59328
S0476,West,997,Regulatory,True,3,55.1,882.2,53.4,38.86,38.3,405.0,5.71,47223.0,26.2,Medium,27.33142,-106.15202
S0477,NORTH ,340,Mobile,True,3,74.2,1223.6,57.9,19.2,42.8,420.9,4.77,42404.0,22.9,Medium,29.30557,-73.48934
S0478,West,919,Mobile,True,2,72.9,1231.4,42.1,18.71,23.2,341.7,4.08,38985.0,24.3,Low,28.99039,-121.66845
S0479,East,352,Mobile,True,3,95.0,1745.1,82.7,30.25,38.7,458.3,5.91,47401.0,14.4,Low,42.321,-116.65784
S0480,East,810,Regulatory,True,5,70.8,1252.7,63.8,33.88,38.3,421.6,5.24,39165.0,15.5,Low,28.49601,-119.76175
S0481,NORTH ,209,Mobile,True,3,60.9,827.4,58.8,24.8,40.2,433.8,3.73,64825.0,28.9,Medium,37.67183,-76.02118
S0482,Central,958,Mobile,True,4,48.4,616.5,39.9,33.62,13.7,379.7,5.42,40840.0,16.3,Severe,37.1632,-123.89007
S0483,East,205,Mobile,True,2,35.3,562.6,52.4,39.63,26.0,411.0,6.67,53814.0,32.4,Severe,33.68013,-74.95471
S0484,Central,625,Community,True,4,64.4,1213.9,41.7,34.93,27.8,418.3,5.48,60251.0,34.4,Low,45.71371,-98.5521
S0485,West,690,Community,True,5,43.8,459.6,57.9,51.71,40.1,439.2,7.8,57035.0,27.8,Low,30.66431,-124.26855
S0486,West,973,Regulatory,True,5,50.1,841.1,39.0,30.86,49.7,403.7,5.84,51359.0,32.6,Low,34.57795,-101.4054
S0487,East,721,Mobile,True,3,49.5,827.0,55.4,19.2,32.0,412.2,5.2,42290.0,27.2,Medium,43.64469,-113.75895
S0488,Central,636,Mobile,True,1,48.2,1034.7,44.8,44.29,-5.0,408.8,6.12,37738.0,32.4,Low,27.65408,-88.59697
S0489,West,015,Regulatory,True,1,81.9,1428.8,81.0,30.57,43.5,462.3,5.48,52588.0,25.1,Medium,41.46843,-85.43687
S0490,East,858,Regulatory,True,5,69.0,1288.4,60.7,44.26,45.7,426.4,6.03,59319.0,35.7,Medium,44.55255,-96.46716
S0491,West,428,Regulatory,False,5,63.4,1158.6,46.1,50.29,32.4,409.2,6.3,44538.0,40.0,Medium,47.04376,-122.17013
S0492,South,476,Mobile,True,2,74.9,1092.7,81.2,43.45,33.0,457.1,6.54,39331.0,32.8,Medium,45.84038,-86.77259
S0493,South,298,Community,True,5,66.2,1283.0,54.9,18.25,41.4,441.2,4.26,27637.0,24.2,Medium,33.86676,-76.08277
S0494,East,557,Regulatory,True,5,41.6,774.4,48.2,19.93,37.3,404.3,4.24,42507.0,34.9,High,39.60683,-83.08135
S0495,West,094,Mobile,True,2,79.0,1483.6,80.1,59.19,31.8,473.5,6.17,45189.0,27.0,High,28.66181,-76.77742
S0496,East,107,Regulatory,False,4,78.1,1877.0,52.1,,36.1,435.7,6.91,56531.0,25.7,Medium,32.54421,-112.9707
S0497,North,419,Mobile,False,4,41.6,497.8,49.4,28.47,40.3,424.4,5.79,57398.0,24.8,Low,29.02578,-73.38894
S0498,East,278,Regulatory,True,2,53.6,1172.7,48.4,37.22,41.5,385.9,6.07,50405.0,28.1,Medium,33.77653,-105.97388
S0499,East,128,Mobile,True,2,52.6,911.9,45.2,35.61,30.8,408.0,5.04,46328.0,24.6,Low,45.81653,-123.72922
S0500,South,970,Regulatory,True,4,44.5,835.2,41.8,29.42,27.6,407.9,5.91,45324.0,23.3,Medium,34.46409,-76.00498
S0501,South,459,Community,True,4,73.2,1312.5,52.3,28.79,42.9,427.4,5.36,58370.0,32.5,Low,39.08081,-70.34528
S0502,NORTH ,038,Regulatory,False,4,85.8,1494.4,67.9,31.67,27.3,425.5,5.73,47640.0,26.6,Medium,36.31769,-86.8054
S0503,East,609,Regulatory,True,4,47.0,778.1,51.8,38.56,36.5,403.4,5.24,33511.0,29.8,Low,36.86671,-111.19239
S0504,East,198,Community,True,3,73.4,1361.0,67.7,41.28,26.0,456.8,6.18,41446.0,32.0,High,47.8458,-110.02469
S0505,West,704,Regulatory,True,2,54.7,801.7,48.0,26.1,40.5,395.0,5.01,43324.0,29.2,Low,33.36732,-97.67091
S0506,Central,357,Community,True,1,52.7,1038.8,52.1,42.49,31.0,409.2,5.59,44397.0,34.6,Medium,40.48748,-72.87471
S0507,West,007,Mobile,True,3,56.9,974.7,46.7,27.27,41.8,427.7,5.88,53655.0,26.2,Low,36.03135,-115.89813
S0508,South,556,Community,False,1,61.0,963.0,57.2,22.83,38.2,422.3,4.07,48363.0,24.1,Low,28.31464,-77.00651
S0509,South,332,Community,True,1,59.8,1022.2,53.9,23.03,23.7,406.1,5.55,48252.0,29.3,Severe,37.52061,-107.75009
S0510,East,519,Mobile,False,5,44.2,946.1,48.5,19.71,43.5,394.2,5.46,59831.0,43.0,High,44.48688,-78.0063
S0511,South,194,Community,True,2,69.9,1193.7,66.9,,49.1,445.4,4.91,42266.0,34.3,Low,29.12319,-71.58441
S0512,West,316,Community,True,3,58.7,1099.2,48.3,44.59,39.1,386.9,5.66,63319.0,36.9,High,28.49622,-99.9191
S0513,East,001,Mobile,True,2,44.1,706.0,65.1,23.13,30.2,433.4,5.0,45393.0,18.8,High,30.30308,-103.50959
S0514,West,062,Regulatory,True,4,54.2,1066.4,33.7,27.96,26.0,385.6,5.6,49315.0,34.1,Medium,43.4346,-78.37227
S0515,West,343,Regulatory,False,2,49.9,979.9,62.3,24.37,36.7,451.6,5.11,46871.0,32.5,Medium,42.5659,-94.05473
S0516,East,601,Community,True,1,68.5,1455.2,59.6,29.13,29.3,437.2,5.76,47256.0,40.6,Severe,39.14788,-85.14418
S0517,Central,018,Regulatory,True,4,68.0,1203.0,58.1,18.61,48.1,413.8,6.16,51339.0,18.3,Low,37.06687,-88.68732
S0518,South,620,Regulatory,True,2,49.4,969.7,30.1,23.38,28.7,391.9,4.81,52653.0,38.4,Medium,46.09901,-115.70889
S0519,North,647,Community,True,2,65.4,1189.8,52.4,,11.5,409.7,4.21,41836.0,35.9,Medium,43.484,-75.92455
S0520,North,371,Mobile,True,1,66.4,1350.8,54.2,37.1,36.3,399.0,6.43,37912.0,31.9,High,44.45676,-113.24293
S0521,North,822,Regulatory,True,4,43.0,688.6,33.4,,25.6,377.6,6.54,70894.0,25.2,Severe,44.48514,-70.89378
S0522,South,579,Community,True,1,65.0,1258.7,59.3,20.73,34.2,448.4,5.31,43576.0,29.7,High,40.81842,-110.09215
S0523,Central,605,Mobile,True,2,56.5,993.3,56.0,44.04,31.1,423.3,5.44,54634.0,31.4,High,36.84731,-82.30184
S0524,West,650,Regulatory,True,3,70.5,1262.0,62.4,35.14,42.0,432.4,5.67,34567.0,28.6,Severe,45.59057,-108.13231
S0525,East,701,Mobile,True,3,45.2,825.1,49.8,30.09,41.4,434.3,4.72,47812.0,25.9,High,46.90916,-106.22734
S0526,Central,571,Community,True,5,44.9,837.7,28.2,24.54,29.3,349.3,5.68,48956.0,29.5,High,27.51183,-106.67489
S0527,North,699,Mobile,True,3,37.3,656.6,31.7,20.5,25.2,357.7,4.08,54843.0,36.4,Severe,28.10843,-81.4962
S0528,South,235,Mobile,True,4,65.4,1203.4,69.9,36.3,37.1,421.5,5.6,26000.0,22.0,Low,47.61298,-92.48313
S0529,South,069,Community,True,5,65.3,1365.1,51.7,35.61,33.1,418.7,5.08,48138.0,25.7,High,32.95895,-73.73023
S0530,East,447,Regulatory,True,4,60.2,1201.4,59.2,16.85,28.4,429.1,4.93,38593.0,27.3,High,45.77744,-106.82607
S0531,NORTH ,610,Regulatory,True,3,66.3,1298.1,59.4,26.23,39.5,450.1,5.06,49806.0,29.1,Severe,35.3591,-84.71043
S0532,Central,008,Mobile,True,3,38.0,628.7,38.4,23.46,33.3,392.8,5.3,42937.0,38.6,Severe,29.56065,-81.20546
S0533,Central,462,Mobile,True,2,59.1,956.9,62.9,,48.0,427.2,5.75,42415.0,20.2,High,28.72953,-115.78978
S0534,Central,311,Mobile,True,4,43.6,900.3,53.1,43.25,43.3,415.5,5.47,47409.0,21.6,Severe,30.36492,-101.46611
S0535,West,134,Mobile,True,1,57.0,1130.7,47.6,21.9,26.4,407.4,5.53,39797.0,28.2,Medium,32.3727,-96.73799
S0536,NORTH ,385,Regulatory,True,2,50.9,1092.4,52.4,24.35,39.7,389.2,5.18,44641.0,18.7,Low,37.50314,-104.04798
S0537,West,056,Community,False,4,43.4,707.9,45.9,22.79,23.9,443.4,4.45,41206.0,34.3,Low,42.0822,-105.97853
S0538,East,993,Community,True,5,49.0,854.1,53.9,21.97,39.0,424.7,6.67,35210.0,17.3,Medium,48.20757,-85.03086
S0539,South,360,Regulator,False,4,77.8,1203.3,72.2,31.34,33.9,453.1,5.9,55924.0,29.8,Medium,36.49239,-112.08768
S0540,North,971,Mobile,True,5,63.3,1093.0,49.3,38.68,24.1,417.9,5.83,38073.0,36.8,Medium,38.14098,-83.71003
S0541,West,114,Mobile,True,5,69.4,1368.8,68.3,23.32,39.3,453.6,6.16,45358.0,27.9,Medium,38.21904,-70.73496
S0542,South,088,Community,True,3,45.4,761.8,56.8,34.02,12.8,420.1,6.99,56453.0,17.5,Severe,38.59784,-92.00114
S0543,West,138,Regulatory,True,1,66.8,1278.9,63.3,17.9,21.8,424.6,4.79,42407.0,28.0,Medium,38.13142,-89.34253
S0544,North,108,Community,True,4,84.3,1494.0,71.9,29.6,36.6,458.4,5.72,39435.0,20.8,Severe,27.18866,-120.53637
S0545,West,500,Regulatory,True,1,24.8,484.9,18.1,19.45,25.2,358.4,4.28,53901.0,29.2,Severe,27.03708,-74.79258
S0546,South,535,Mobile,False,5,51.9,795.9,26.0,,23.5,354.6,6.13,59168.0,38.3,Medium,29.09983,-108.08675
S0547,East,144,Community,True,3,72.8,1320.2,63.9,30.13,23.3,456.3,5.37,37724.0,31.8,Medium,29.18347,-89.13456
S0548,North,869,Community,False,1,60.6,731.3,52.2,13.8,26.5,418.4,4.82,49411.0,37.3,High,42.15528,-68.20105
S0549,South,656,Mobile,True,2,65.6,1158.2,54.6,15.25,36.8,429.2,5.0,34191.0,27.4,High,31.40569,-90.2586
S0550,Central,056,Regulatory,True,5,58.8,862.0,50.9,29.77,37.4,432.5,5.88,46682.0,30.8,Medium,46.23635,-82.8292
S0551,Central,620,Community,True,2,44.8,951.5,55.4,35.93,33.7,420.0,5.96,49565.0,38.9,Low,46.96504,-98.89412
S0552,Central,863,Community,True,1,62.2,1212.9,62.5,36.34,-5.0,437.2,4.97,40886.0,40.1,Medium,47.98171,-121.02896
S0553,East,006,Regulatory,True,1,70.1,1317.6,67.4,35.63,40.0,453.4,5.12,43438.0,33.0,Low,47.19025,-78.63804
S0554,West,542,Community,False,1,52.1,1119.8,51.6,43.48,26.9,402.0,5.79,37016.0,27.6,Medium,32.8456,-122.48757
S0555,West,447,Community,True,4,67.1,1094.3,66.3,27.39,34.3,440.1,5.17,49051.0,26.8,Medium,37.9602,-84.21217
S0556,West,997,Mobile,True,5,63.3,1349.1,49.1,,21.1,410.3,6.75,55351.0,29.1,High,30.77228,-123.18201
S0557,East,385,Regulatory,True,5,53.3,1071.7,54.3,16.69,32.7,403.5,4.02,39793.0,33.4,Severe,44.33351,-74.91745
S0558,Central,307,Community,True,5,60.5,1061.1,46.9,21.03,40.6,439.1,4.8,43652.0,25.7,High,46.10128,-115.43593
S0559,West,874,Community,True,4,74.4,1475.6,53.7,16.66,38.9,395.6,5.5,50167.0,31.2,Severe,45.30271,-94.92939
S0560,East,857,Mobile,True,1,62.8,998.3,51.5,27.14,44.1,393.2,5.15,58707.0,31.7,High,36.31739,-90.16383
S0561,East,639,Community,True,1,73.3,1220.8,58.0,31.56,32.1,444.1,5.9,35730.0,30.7,High,43.31149,-98.19114
S0562,South,302,Mobile,True,2,89.4,1535.4,79.6,39.87,50.7,474.0,5.9,44437.0,17.9,Medium,29.09795,-104.9061
S0563,West,633,Community,True,4,70.9,1212.8,61.6,33.24,33.8,415.4,5.84,49988.0,29.2,Medium,27.86526,-97.60068
S0564,Central,405,Mobile,True,3,46.5,709.8,37.0,18.86,41.0,395.8,4.78,49925.0,43.2,High,43.19458,-106.59359
S0565,North,611,Regulatory,True,4,72.9,1459.7,63.5,30.99,35.7,456.4,6.02,26428.0,24.5,Severe,36.14514,-99.30797
S0566,NORTH ,678,Regulatory,True,2,50.0,869.7,57.3,17.63,40.0,422.6,3.8,53790.0,30.1,Medium,48.40431,-103.8625
S0567,South,837,Community,True,2,48.6,916.5,32.2,41.11,39.9,417.0,5.8,61656.0,22.5,Low,29.09097,-91.94322
S0568,North,831,Community,False,2,46.8,774.8,42.9,24.34,29.2,371.4,5.42,51284.0,32.9,High,45.396,-110.81936
S0569,East,753,Mobile,False,1,38.3,470.7,44.2,22.4,32.8,409.9,5.49,43927.0,32.5,Medium,37.31964,-67.65225
S0570,South,562,Mobile,True,3,59.1,1096.0,45.8,49.81,41.8,419.9,7.54,44319.0,31.5,Low,44.78373,-95.69998
S0571,West,780,Regulatory,False,2,60.5,859.2,42.8,18.24,29.6,410.5,4.64,64004.0,35.8,High,44.56824,-113.33568
S0572,South,837,Community,True,5,90.3,1616.9,70.5,24.53,27.1,443.8,6.26,52578.0,24.2,Medium,46.69383,-97.06866
S0573,East,510,Mobile,True,1,60.2,919.2,54.4,20.56,50.7,413.6,4.57,54605.0,36.2,High,33.40378,-74.68113
S0574,West,073,Regulatory,True,3,58.5,1292.2,45.1,27.72,27.5,407.8,6.32,50098.0,25.7,Severe,47.42069,-123.24611
S0575,Central,812,Regulatory,False,5,65.5,1288.3,61.9,37.3,36.7,443.6,6.44,41981.0,36.3,Medium,30.26084,-85.42564
S0576,South,564,Mobile,True,3,25.5,472.5,36.8,31.7,38.5,395.3,4.95,50560.0,33.9,Medium,28.76233,-92.99185
S0577,North,265,Community,False,3,59.2,1216.5,57.3,75.29,29.5,438.7,7.98,47078.0,28.1,Medium,36.27973,-114.75042
S0578,West,227,Regulatory,False,5,69.0,1140.9,65.2,15.04,28.2,422.0,4.72,52551.0,18.4,Medium,44.80894,-77.4951
S0579,West,193,Mobile,True,4,39.7,779.5,54.7,35.18,35.7,415.1,6.2,62394.0,22.4,High,37.17855,-103.28913
S0580,Central,374,Regulatory,True,3,69.6,1276.2,63.7,27.0,21.6,420.5,5.19,56289.0,29.4,Medium,44.82966,-107.60638
S0581,South,751,Community,True,4,55.6,1032.9,60.6,,32.8,423.3,5.04,37447.0,23.6,Low,42.68827,-76.8828
S0582,North,010,Mobile,True,3,54.5,1134.0,46.8,22.81,33.7,419.4,6.1,49988.0,36.6,Low,31.50271,-87.78481
S0583,Central,302,Community,True,5,58.6,1142.1,54.6,21.87,31.5,419.8,5.02,54042.0,30.8,Medium,47.40095,-72.8501
S0584,South,359,Community,True,3,91.8,1687.2,73.0,66.9,25.9,490.6,7.92,49828.0,16.8,Medium,28.3068,-88.28169
S0585,North,740,Regulatory,True,2,62.7,929.6,53.0,40.48,46.0,418.3,5.87,44389.0,34.0,High,46.31301,-81.90298
S0586,NORTH ,954,Community,True,2,54.2,861.0,60.4,30.97,35.9,429.5,6.72,73147.0,27.0,Medium,33.54553,-76.40436
S0587,East,805,Regulatory,True,3,52.6,932.7,69.2,51.73,48.7,446.2,6.11,39187.0,25.9,Low,37.75318,-121.35247
S0588,North,052,Mobile,True,5,45.3,826.4,40.8,15.66,28.1,383.8,4.35,41376.0,38.1,Medium,36.08057,-79.87718
S0589,South,752,Mobile,True,5,71.9,1158.2,60.0,20.28,28.0,427.1,6.08,49920.0,19.6,Severe,30.69444,-89.21188
S0590,Central,099,Regulatory,True,1,57.8,1329.3,45.9,13.28,33.6,419.6,4.35,63959.0,24.1,Low,34.70016,-120.5033
S0591,Central,593,Regulatory,True,5,49.6,1074.9,58.9,23.51,33.0,427.7,6.3,41861.0,30.2,High,31.14809,-95.25677
S0592,East,013,Regulatory,False,4,55.0,1061.5,52.3,31.05,23.7,402.3,6.18,46504.0,19.3,Medium,31.38356,-119.75866
S0593,South,390,Community,True,3,64.8,1174.8,70.1,34.84,49.3,432.2,5.63,56569.0,22.3,High,31.02172,-82.18304
S0594,North,954,Mobile,True,2,68.0,1199.1,38.9,29.66,24.8,383.3,4.21,47662.0,38.1,Low,37.51387,-93.07615
S0595,East,357,Mobile,False,5,73.7,1212.9,46.3,18.27,16.8,404.4,4.9,45046.0,30.1,Severe,44.15552,-69.66952
S0596,West,640,Community,True,2,49.4,897.9,45.9,36.77,42.1,420.6,5.91,54138.0,22.6,High,39.23286,-113.96972
S0597,NORTH ,816,Regulatory,True,1,54.8,1018.2,61.1,33.61,31.2,409.8,6.5,51071.0,28.9,High,46.20394,-89.65308
S0598,East,928,Mobile,True,3,43.5,633.6,32.7,32.56,23.3,374.0,6.74,59442.0,31.0,Low,40.68571,-112.33403
S0599,Central,011,Community,False,5,61.1,1140.3,26.5,13.2,12.5,369.9,4.18,58490.0,30.5,High,41.82081,-89.19126
S0600,East,081,Regulatory,False,2,64.7,1145.2,63.3,,49.8,406.5,6.36,50585.0,48.7,High,41.35356,-82.94764
S0601,NORTH ,261,Mobile,True,5,80.5,1219.9,64.5,22.49,25.8,423.6,5.66,50014.0,30.5,Medium,36.66337,-82.9675
S0602,South,006,Regulatory,True,1,48.6,771.0,37.1,22.85,29.7,376.5,5.89,52087.0,30.9,Medium,41.82078,-77.63325
S0603,East,458,Community,False,2,66.2,1141.7,55.8,37.35,41.3,408.5,6.22,52063.0,34.2,High,28.49872,-75.42086
S0604,North,373,Mobile,True,2,67.2,1435.9,60.8,33.06,38.6,432.3,4.29,46826.0,26.1,Low,45.48681,-120.05688
