policy_id,site_id,policy_strength,policy_type,grant_amount,inspection_count,compliance_score,estimated_reduction_pct,policy_adopted,start_date
P0633,S0639,Pilot,Emissions Cap,55729.41,5,69.1,2.1,True,2021-05-06
P0634,S0191,None,Congestion Pricing,37252.29,1,52.1,8.4,True,2022-12-05
P0635,S0899,Partial,EV Incentive,28464.86,1,75.2,7.9,True,2021-06-21
P0636,S0060,Partial,EV Incentive,37829.0,7,73.2,7.5,True,2021-12-24
P0637,S0062,None,Congestion Pricing,28268.68,6,70.2,14.9,True,2023-01-19
P0638,S0302,Partial,Congestion Pricing,72110.85,1,51.7,10.6,True,2023-05-22
P0639,S0638,Partial,Emissions Cap,42243.24,9,57.2,2.8,False,2021-02-17
P0640,S0999,None,Congestion Pricing,20458.32,0,68.4,2.9,True,2022-09-30
P0641,S0172,Pilot,Congestion Pricing,65852.52,7,71.6,-1.8,True,2022-11-10
P0642,S0063,Partial,Emissions Cap,80176.92,9,52.5,15.3,True,2021-04-05
P0643,S0772,None,Congestion Pricing,46454.02,1,85.6,8.7,True,2022-08-24
P0644,S0016,Full,Congestion Pricing,34343.15,4,63.0,14.5,True,2023-05-07
P0644,S0691,None,Congestion Pricing,16115.58,5,76.0,28.8,False,2021-03-05
P0646,S0842,None,Emissions Cap,40594.81,9,49.7,4.6,True,2023-07-02
P0647,S1125,None,Congestion Pricing,33955.83,0,67.1,12.0,True,2022-11-23
P0648,S1200,Partial,EV Incentive,26474.0,1,49.4,18.7,True,2023-09-27
P0649,S0899,Partial,Congestion Pricing,40927.64,9,150.0,7.1,True,2021-09-19
P0650,S0933,Pilot,EV Incentive,28345.81,3,70.2,8.0,True,2023-09-27
P0651,S0175,Pilot,Congestion Pricing,37394.16,1,70.9,13.2,True,2021-04-24
P0652,S0417,Full,Emissions Cap,,5,55.8,25.3,True,2022-04-30
P0653,S0451,None,EV Incentive,12104.63,3,42.8,13.8,False,2021-08-28
P0654,S0836,Pilot,Congestion Pricing,14547.8,2,68.5,4.9,True,2023-11-18
P0655,S0280,FULL,Congestion Pricing,15563.24,5,59.9,5.7,True,2023-04-26
P0656,S0244,None,Congestion Pricing,86163.82,8,59.9,7.1,True,2021-01-31
P0657,S0675,Pilot,Congestion Pricing,39343.45,7,53.6,-0.9,True,2021-01-12
P0658,S0146,None,Emissions Cap,41604.83,1,64.0,9.0,True,2021-12-16
P0659,S1091,Pilot,Industrial Retrofit,52979.63,2,64.6,10.0,False,2021-06-21
P0660,S0103,Full,EV Incentive,14357.21,1,77.3,10.3,False,2023-01-27
P0661,S0310,None,Congestion Pricing,7919.09,9,40.4,1.3,True,2023-03-08
P0662,S0117,Partial,Emissions Cap,25907.37,6,48.8,12.1,True,2024-02-05
P0663,S0763,Partial,Industrial Retrofit,46098.85,8,70.2,4.1,False,2024-02-17
P0664,S0738,Pilot,Emissions Cap,23895.47,0,38.2,8.6,False,2023-03-02
P0665,S0187,Partial,Congestion Pricing,,2,56.0,5.5,True,2021-01-07
P0666,S0785,Pilot,Industrial Retrofit,15628.69,5,93.1,16.9,True,2022-03-07
P0667,S0707,FULL,EV Incentive,13259.18,3,61.3,5.9,False,2022-09-08
P0668,S0876,Full,EV Incentive,18630.99,9,73.0,18.1,True,2022-08-23
P0669,S0796,Partial,Emissions Cap,13418.26,9,44.5,10.8,True,2022-12-26
P0670,S0473,Full,EV Incentive,29379.94,0,73.0,12.5,True,2024-02-27
P0671,S0556,Full,EV Incentive,19369.43,8,60.1,10.5,False,2023-11-29
P0672,S0682,None,Industrial Retrofit,39342.45,6,68.1,4.9,True,2021-05-11
P0673,S0094,Pilot,EV Incentive,14974.64,6,71.3,12.4,True,2021-11-16
P0674,S0736,None,Industrial Retrofit,31357.48,0,150.0,7.4,True,2023-09-27
P0675,S0790,Full,Industrial Retrofit,26303.06,8,70.5,11.9,False,2023-09-17
P0676,S0038,Full,Industrial Retrofit,34119.26,7,51.2,13.6,True,2021-11-27
P0677,S0782,Partial,EV Incentive,,9,65.3,21.4,False,2023-05-27
P0678,S0482,None,Emissions Cap,39584.26,4,70.9,12.8,False,2023-03-18
P0679,S0111,None,Emissions Cap,44287.35,3,58.2,15.7,True,2022-07-23
P0680,S0410,Full,EV Incentive,37248.79,0,53.1,14.0,True,2021-08-30
P0681,S1192,Full,Industrial Retrofit,32167.75,8,59.2,8.7,True,2023-12-03
P0682,S0397,None,EV Incentive,18033.13,7,77.7,14.1,False,2023-03-25
P0683,S1151,None,Congestion Pricing,44821.46,1,75.9,9.3,True,2021-07-22
P0684,S0042,Pilot,Emissions Cap,17709.73,3,73.8,7.5,True,2023-04-26
P0685,S0041,None,Industrial Retrofit,22580.73,3,83.1,3.5,True,2023-06-09
P0686,S0399,Full,EV Incentive,16042.68,6,65.1,13.9,True,2023-12-01
P0687,S0182,Pilot,Industrial Retrofit,15843.45,2,67.1,6.6,True,2021-09-25
P0688,S0744,Partial,Congestion Pricing,22243.37,7,41.1,13.8,True,2024-04-01
P0689,S0718,Pilot,Industrial Retrofit,23392.78,6,54.1,10.0,True,2021-07-04
P0690,S0464,Pilot,Congestion Pricing,16512.4,9,150.0,8.3,False,2022-12-22
P0691,S1074,Pilot,Emissions Cap,27260.06,3,75.4,4.8,True,2023-02-28
P0692,S1170,Partial,Industrial Retrofit,29556.42,8,49.5,17.8,True,2022-05-18
P0693,S0298,Partial,EV Incentive,19400.86,5,63.9,7.6,False,2022-07-25
P0694,S0145,Pilot,Industrial Retrofit,106274.8,2,90.9,19.5,True,2023-12-06
P0695,S0016,Pilot,Industrial Retrofit,32847.11,6,63.9,5.1,True,2023-02-14
P0696,S1109,None,Congestion Pricing,28881.57,5,82.3,19.0,False,2022-08-20
P0697,S1076,None,Congestion Pricing,17933.51,7,69.2,10.5,False,2021-06-04
P0698,S0107,Partial,EV Incentive,29222.82,4,71.7,15.2,True,2021-01-09
P0699,S0219,Partial,Emissions Cap,31085.03,5,54.1,2.2,False,2021-05-30
P0700,S0935,Pilot,Emissions Cap,26847.16,0,45.7,2.2,True,2024-02-22
P0701,S0337,Full,Congestion Pricing,63018.94,7,73.7,11.5,True,2023-07-06
P0702,S0921,Partial,EV Incentive,9692.59,0,68.7,3.9,False,2024-03-06
P0703,S0371,Pilot,Industrial Retrofit,21413.41,2,65.7,18.0,True,2021-02-12
P0704,S0998,None,EV Incentive,41286.93,1,49.1,12.2,True,2023-03-28
P0705,S0810,Full,EV Incentive,15709.21,5,60.7,6.1,True,2021-02-23
P0706,S0254,Partial,EV Incentive,10635.96,7,57.6,4.5,True,2023-07-28
P0707,S0580,None,Emissions Cap,19705.76,7,58.8,8.3,True,2022-04-03
P0708,S0636,Partial,Industrial Retrofit,50330.26,6,67.7,6.6,True,2021-04-25
P0709,S1054,Pilot,EV Incentive,15934.22,6,73.5,13.0,True,2022-11-13
P0710,S0185,Full,Emissions Cap,21723.37,7,68.4,9.5,True,2021-12-03
P0711,S0474,Full,Emissions Cap,34644.33,4,67.3,17.0,True,2023-03-03
P0712,S0985,Partial,Congestion Pricing,,2,66.4,13.8,True,2023-03-01
P0713,S0984,Partial,Industrial Retrofit,20661.54,1,62.9,4.8,True,2023-04-27
P0714,S1157,None,EV Incentive,,2,55.0,7.4,False,2024-04-05
P0715,S0502,Partial,Industrial Retrofit,19136.11,2,65.6,4.8,True,2022-04-10
P0716,S0874,Partial,Congestion Pricing,,6,74.0,4.8,True,2022-07-13
P0717,S1101,Pilot,Congestion Pricing,23054.81,0,63.6,-0.8,True,2023-08-24
P0718,S0350,Partial,EV Incentive,50946.96,6,54.0,15.6,True,2022-11-26
P0719,S0060,Full,Emissions Cap,69541.96,5,50.7,17.8,True,2021-02-14
P0720,S0879,None,Congestion Pricing,56947.73,9,53.6,4.1,True,2023-10-09
P0721,S0465,None,Emissions Cap,29220.25,1,150.0,3.5,True,2021-03-03
P0722,S0311,FULL,Congestion Pricing,72788.27,9,99.7,13.4,True,2021-07-24
P0723,S1115,FULL,Industrial Retrofit,107121.14,0,54.5,5.1,True,2021-05-03
P0724,S0931,Full,EV Incentive,29994.42,8,64.5,17.6,True,2021-04-04
P0725,S0965,Partial,Congestion Pricing,14848.61,1,64.0,5.7,True,2021-01-31
P0726,S0280,Full,Industrial Retrofit,59110.39,3,82.0,-2.8,False,2021-03-08
P0727,S0711,Partial,Congestion Pricing,13067.83,8,70.2,9.2,False,2022-06-15
P0728,S0967,None,EV Incentive,15805.21,8,150.0,6.4,True,2021-10-31
P0729,S1142,Partial,Industrial Retrofit,7711.59,0,67.1,10.9,False,2021-06-01
P0730,S0695,None,Emissions Cap,41624.66,1,68.3,7.9,True,2023-03-02
P0731,S0910,Pilot,Congestion Pricing,6705.84,1,68.9,13.5,True,2021-09-29
P0732,S0567,Pilot,Congestion Pricing,48810.98,1,57.5,12.5,True,2021-01-23
P0733,S0271,Pilot,Industrial Retrofit,79671.36,7,54.0,12.0,True,2022-05-18
P0734,S1125,Pilot,EV Incentive,75861.58,7,65.7,11.1,True,2022-01-08
P0734,S0980,None,Congestion Pricing,12588.1,9,150.0,10.0,True,2022-01-18
P0736,S1077,Pilot,Industrial Retrofit,8793.62,7,67.2,1.6,False,2022-06-19
P0737,S0841,None,EV Incentive,18297.3,3,52.0,12.3,False,2023-03-14
P0738,S1004,Pilot,Congestion Pricing,45593.27,7,47.3,14.4,False,2023-01-10
P0739,S0240,Partial,Industrial Retrofit,55396.58,6,49.6,12.1,False,2024-01-30
P0740,S0361,Full,EV Incentive,40082.68,7,64.1,8.8,False,2022-09-14
P0741,S0734,Full,Congestion Pricing,36930.87,0,45.6,13.5,True,2022-07-22
P0742,S0852,Pilot,Congestion Pricing,110924.27,2,88.4,11.4,True,2021-09-14
P0743,S0860,Partial,EV Incentive,20194.66,9,88.4,14.3,True,2023-06-26
P0744,S0701,Pilot,EV Incentive,16868.7,5,75.6,9.5,True,2021-06-18
P0745,S0836,None,Industrial Retrofit,13180.87,0,60.6,1.4,True,2022-08-13
P0746,S0823,Partial,Congestion Pricing,34883.86,3,59.2,8.9,False,2022-05-21
P0747,S0097,Partial,Congestion Pricing,24155.55,8,68.6,4.3,False,2023-03-01
P0748,S0327,Full,Industrial Retrofit,44134.07,6,72.2,7.2,True,2024-01-07
P0749,S0073,Partial,Congestion Pricing,20530.57,0,68.6,10.5,True,2024-02-10
P0750,S0994,None,Congestion Pricing,39232.83,5,49.3,15.9,False,2021-07-21
P0751,S1194,Full,Congestion Pricing,21368.78,5,62.7,14.0,True,2021-11-11
P0752,S0994,Partial,Emissions Cap,24400.94,1,71.4,11.3,True,2023-09-01
P0753,S0333,Full,EV Incentive,25827.78,5,36.7,17.5,False,2022-09-14
P0754,S1181,Partial,Emissions Cap,9699.4,9,51.7,10.3,False,2022-06-28
P0755,S0458,Pilot,Emissions Cap,24735.86,1,71.3,11.2,True,2023-05-03
P0756,S0734,None,EV Incentive,,7,61.3,7.7,False,2022-12-24
P0757,S0876,None,Emissions Cap,14870.48,6,61.3,3.6,True,2024-03-10
P0758,S0858,None,Industrial Retrofit,84632.5,5,78.3,13.3,True,2022-12-02
P0759,S0099,Pilot,Emissions Cap,26982.17,9,64.4,0.6,True,2022-07-14
P0760,S0732,Pilot,Industrial Retrofit,18470.29,5,59.3,4.4,True,2022-10-14
P0761,S0925,Full,EV Incentive,18135.88,8,61.3,11.1,True,2023-08-29
P0762,S0244,Full,Congestion Pricing,61224.76,8,61.7,4.9,False,2023-01-06
P0763,S0662,Partial,EV Incentive,16401.3,9,150.0,10.1,True,2023-02-16
P0764,S1006,None,EV Incentive,32172.21,9,62.3,10.9,True,2024-03-11
P0765,S0367,Pilot,Emissions Cap,45698.54,1,51.3,6.6,True,2023-01-13
P0766,S1179,Partial,EV Incentive,,2,61.0,10.3,True,2022-04-02
P0767,S0499,None,EV Incentive,19194.78,9,58.8,10.3,False,2023-04-10
P0768,S0113,Full,Industrial Retrofit,44512.84,6,67.8,3.2,True,2023-03-03
P0769,S0945,Full,Congestion Pricing,29538.98,9,83.2,13.3,True,2021-01-17
P0770,S1048,Pilot,Emissions Cap,9585.77,8,68.1,-2.2,True,2022-07-15
P0771,S0283,Partial,Congestion Pricing,56047.75,5,66.2,21.3,False,2023-06-11
P0772,S0401,None,Congestion Pricing,18617.34,0,67.8,13.2,True,2022-08-22
P0773,S0568,FULL,Congestion Pricing,24212.83,6,54.6,16.1,True,2023-07-25
P0774,S1078,None,Emissions Cap,32392.4,0,73.4,14.0,False,2022-06-26
P0775,S0714,None,EV Incentive,19552.63,4,150.0,9.7,True,2024-03-25
P0776,S0422,Partial,Congestion Pricing,42367.83,8,64.5,5.4,True,2021-12-18
P0777,S0849,Partial,Emissions Cap,13872.94,9,69.3,9.9,False,2021-04-21
P0778,S0475,Partial,EV Incentive,19060.47,9,68.9,15.0,True,2022-06-01
P0779,S0405,Pilot,Congestion Pricing,56130.46,8,69.0,5.1,False,2022-10-13
P0780,S0036,Partial,Industrial Retrofit,,0,76.9,10.9,True,2022-02-23
P0781,S0358,Partial,Emissions Cap,14269.95,5,55.9,-0.9,True,2021-10-18
P0782,S0558,FULL,Congestion Pricing,28204.5,2,80.7,5.1,True,2023-03-18
P0783,S1068,Full,Emissions Cap,34234.61,8,45.8,4.8,False,2022-03-29
P0784,S0320,Partial,Industrial Retrofit,10387.81,2,72.9,20.1,False,2023-01-28
P0785,S0738,Partial,Emissions Cap,72589.14,1,67.0,2.0,True,2023-07-24
P0786,S0658,Partial,EV Incentive,78719.18,7,53.4,12.4,True,2023-07-03
P0787,S0472,None,Congestion Pricing,28911.67,2,77.3,19.6,True,2022-03-27
P0788,S0525,None,Emissions Cap,23859.82,4,43.2,16.0,True,2022-11-13
P0789,S0025,Full,Emissions Cap,27276.11,5,84.5,19.1,True,2022-06-24
P0790,S0640,Full,Congestion Pricing,45973.97,9,92.1,20.0,False,2023-11-11
P0791,S1181,Partial,Industrial Retrofit,35297.44,9,63.0,10.3,False,2023-11-21
P0792,S0876,Pilot,Industrial Retrofit,31055.68,0,52.7,12.9,False,2022-02-17
P0793,S0174,None,Congestion Pricing,61660.45,6,58.1,11.2,True,2021-04-21
P0794,S0186,Pilot,Congestion Pricing,53027.36,6,76.7,12.9,False,2021-07-21
P0795,S1001,Pilot,EV Incentive,15124.21,4,61.1,12.5,False,2022-03-17
P0796,S0528,Pilot,Emissions Cap,45818.24,8,29.8,20.3,True,2022-11-09
P0797,S0972,Full,Emissions Cap,53689.48,1,69.6,11.8,True,2023-02-28
P0798,S0684,None,Industrial Retrofit,31791.55,4,75.7,4.3,True,2022-02-02
P0799,S0186,Partial,EV Incentive,38538.77,1,71.2,13.6,True,2023-03-12
P0800,S0575,FULL,Emissions Cap,22371.37,1,73.1,14.4,False,2024-01-31
P0801,S0309,Full,EV Incentive,13060.5,8,84.3,5.1,True,2023-02-22
P0802,S0538,Full,Congestion Pricing,83480.4,6,62.5,4.8,False,2021-07-10
P0803,S0858,Pilot,Emissions Cap,,3,85.6,15.7,True,2022-11-27
P0804,S0193,Full,Congestion Pricing,73773.53,7,63.1,6.8,False,2022-10-13
P0805,S1187,Partial,Industrial Retrofit,25870.29,3,78.5,7.5,False,2023-11-11
P0806,S0053,FULL,Industrial Retrofit,56866.62,0,63.3,7.2,True,2022-02-25
P0807,S0475,Partial,Congestion Pricing,27275.65,9,89.5,11.5,False,2022-05-23
P0808,S0174,Pilot,Industrial Retrofit,,2,72.8,16.6,True,2022-12-20
P0809,S0700,Partial,Congestion Pricing,35218.0,9,63.8,14.0,True,2022-09-22
P0810,S0390,Full,Congestion Pricing,18004.45,0,50.6,7.2,True,2023-05-13
P0811,S0457,Partial,Congestion Pricing,29157.63,1,67.5,18.0,True,2021-02-18
P0812,S1053,Pilot,Industrial Retrofit,24692.18,1,55.2,15.2,False,2022-11-08
P0813,S0122,Pilot,Industrial Retrofit,,6,70.3,16.0,True,2021-05-27
P0814,S0418,None,Industrial Retrofit,29287.75,3,72.9,15.8,True,2022-01-14
P0815,S0159,Pilot,Congestion Pricing,31942.55,9,77.5,6.9,False,2023-03-05
P0816,s0598,None,EV Incentive,14537.36,8,71.5,4.5,True,2021-07-08
P0817,S0516,Pilot,Industrial Retrofit,12495.46,1,66.0,8.0,True,2022-01-06
P0818,S1026,Partial,EV Incentive,,8,80.9,15.9,True,2023-04-24
P0819,S1103,Partial,Industrial Retrofit,29999.36,5,82.3,2.9,True,2023-02-20
P0820,S0659,None,Emissions Cap,14314.95,9,52.4,2.1,True,2021-04-20
P0821,S0678,Pilot,Emissions Cap,37908.63,7,150.0,-0.9,True,2022-11-24
P0822,S0315,Pilot,Emissions Cap,38910.79,6,79.7,2.5,True,2021-06-26
P0823,S0328,None,EV Incentive,29545.3,7,150.0,5.3,True,2021-10-30
P0824,S0276,Pilot,Industrial Retrofit,27158.44,8,42.5,10.7,True,2022-07-06
P0825,S0716,Pilot,Congestion Pricing,12575.45,7,79.5,3.1,False,2021-05-12
P0826,S0452,Partial,EV Incentive,12449.58,5,67.5,14.0,True,2024-04-07
P0827,S0486,FULL,Industrial Retrofit,34092.25,7,59.5,10.3,False,2021-07-18
P0828,S1131,FULL,Emissions Cap,16369.7,7,68.8,-2.3,False,2023-07-27
P0829,S0567,Partial,EV Incentive,17074.51,1,79.2,9.9,False,2023-09-23
P0830,S0246,None,Industrial Retrofit,31801.61,1,40.6,10.8,True,2024-04-08
P0831,S0935,FULL,Congestion Pricing,91362.6,0,66.5,21.5,False,2022-05-30
P0832,S0889,None,EV Incentive,21195.31,9,65.7,11.5,False,2023-11-15
P0833,S0164,None,Congestion Pricing,92079.46,1,83.0,-0.6,True,2024-02-24
P0834,S0527,None,EV Incentive,25700.0,6,74.9,11.4,True,2021-07-27
P0835,S0001,Pilot,Emissions Cap,37733.82,2,74.8,11.0,True,2022-07-30
P0836,S0863,Partial,Emissions Cap,47850.16,3,59.7,13.6,True,2021-03-14
P0837,S0137,Full,Emissions Cap,49986.61,3,73.0,25.8,True,2023-01-15
P0838,S0151,Partial,Congestion Pricing,32972.82,3,150.0,6.8,True,2022-11-29
P0839,S1004,Pilot,Emissions Cap,23439.75,1,63.7,6.1,True,2021-09-02
P0840,S1042,Partial,Congestion Pricing,44215.92,5,71.9,12.8,False,2023-08-16
P0841,S1129,Partial,Congestion Pricing,34696.86,0,66.0,21.0,True,2021-02-14
P0842,S0999,Full,Congestion Pricing,20712.25,4,68.8,14.0,True,2023-08-26
P0843,S0698,Partial,Emissions Cap,62658.38,1,80.8,7.9,True,2021-02-01
P0844,S1089,Partial,Industrial Retrofit,35399.01,8,60.6,15.9,True,2023-02-28
P0845,S0333,Partial,Congestion Pricing,17162.57,1,52.5,20.8,True,2021-04-05
P0846,S0372,Partial,Industrial Retrofit,15999.38,5,54.1,5.4,False,2021-10-29
P0847,S0581,None,Congestion Pricing,,3,51.5,4.0,True,2023-05-17
P0848,S1166,Pilot,Emissions Cap,20018.88,5,84.3,10.3,True,2021-12-03
P0849,S0686,FULL,Emissions Cap,42267.22,1,72.9,11.8,True,2022-09-06
P0850,S0709,FULL,Emissions Cap,33728.97,1,77.8,18.3,False,2024-01-04
P0851,S0928,Pilot,EV Incentive,41413.81,6,75.7,7.2,False,2021-03-01
P0852,S0740,Full,Emissions Cap,84718.41,2,62.6,12.4,True,2023-09-01
P0853,S0271,FULL,Industrial Retrofit,48941.92,2,84.6,19.3,True,2021-03-20
P0854,S0711,Pilot,Congestion Pricing,44420.77,6,56.7,11.3,False,2021-06-02
P0855,S0325,Pilot,Industrial Retrofit,23905.8,7,89.1,7.6,False,2021-05-24
P0856,S0990,Full,EV Incentive,18056.41,6,66.5,13.4,True,2024-04-07
P0857,S0798,Pilot,Industrial Retrofit,114884.14,2,86.5,8.0,True,2021-08-05
P0858,S0920,Pilot,Congestion Pricing,26236.28,2,52.4,12.0,True,2023-12-13
P0859,S0547,None,Congestion Pricing,25234.98,6,59.8,8.9,True,2024-04-04
P0860,S1093,Partial,Emissions Cap,31993.11,2,45.8,9.1,True,2022-04-06
P0861,S0908,Full,EV Incentive,30178.14,1,77.5,7.6,True,2023-01-28
P0862,S0212,Pilot,EV Incentive,69959.08,6,68.0,6.6,True,2023-07-24
P0863,S0597,Full,Industrial Retrofit,37188.84,2,89.2,16.0,True,2022-04-17
P0864,S0048,Full,Emissions Cap,12259.36,4,59.2,11.1,False,2021-07-14
P0865,S0231,None,Emissions Cap,18109.96,6,81.0,17.6,False,2022-06-05
P0866,S0579,Partial,Emissions Cap,27076.61,1,66.0,-3.5,True,2023-07-16
P0867,S0950,Pilot,Congestion Pricing,49780.8,7,63.9,6.9,False,2023-07-26
P0868,S1113,None,EV Incentive,,1,61.5,5.6,True,2021-10-04
P0869,S0932,Partial,Industrial Retrofit,36182.46,3,54.9,8.5,True,2021-07-29
P0870,S0052,FULL,Industrial Retrofit,41722.16,3,69.5,3.8,True,2024-01-10
P0871,S0422,Pilot,Industrial Retrofit,45680.18,7,67.5,0.4,False,2021-02-22
P0872,S0611,None,Emissions Cap,,0,46.1,14.0,False,2023-06-01
P0873,S0446,Full,EV Incentive,,8,34.9,6.4,False,2021-02-25
P0874,S0961,Partial,EV Incentive,,5,61.2,13.3,True,2023-10-03
P0875,S0131,Pilot,Congestion Pricing,47443.53,3,78.9,2.9,False,2023-12-23
P0876,S0600,FULL,Congestion Pricing,25926.28,5,67.7,0.2,False,2021-12-23
P0877,S0374,None,Congestion Pricing,,5,49.4,11.4,True,2021-03-30
P0878,S0551,Pilot,Industrial Retrofit,27420.97,8,43.7,13.8,False,2022-07-31
P0879,S0530,Partial,Industrial Retrofit,39738.39,3,78.9,6.3,True,2021-12-25
P0880,S1129,Partial,EV Incentive,,7,45.2,3.9,False,2022-05-16
P0881,S0387,Pilot,Congestion Pricing,45760.4,0,74.1,17.5,True,2023-03-09
P0882,S0336,Partial,Industrial Retrofit,45365.96,5,71.8,9.7,True,2021-09-09
P0883,S0736,Pilot,Congestion Pricing,22451.44,4,84.6,4.0,False,2022-03-05
P0884,S1141,Partial,Congestion Pricing,26943.05,2,57.5,1.0,True,2023-07-29
P0885,S1025,Pilot,EV Incentive,16063.94,3,76.3,5.9,True,2023-02-12
P0886,S0896,Pilot,EV Incentive,13410.25,7,81.8,7.6,True,2022-01-27
P0887,S0538,Pilot,Industrial Retrofit,30286.24,9,49.0,14.6,False,2023-03-09
P0888,S0496,Partial,EV Incentive,30403.82,1,66.6,9.9,True,2023-07-08
P0889,S1036,Pilot,Congestion Pricing,,7,64.5,9.2,False,2022-12-12
P0890,S0508,None,EV Incentive,12709.85,6,52.2,4.5,False,2021-10-15
P0891,S0681,None,Congestion Pricing,35391.76,0,68.2,18.3,True,2021-01-01
P0892,S0565,Pilot,Congestion Pricing,21659.89,1,51.0,15.9,True,2023-08-22
P0893,S0781,None,Industrial Retrofit,17161.01,6,69.6,15.4,True,2023-09-15
P0894,S0760,Partial,Industrial Retrofit,57847.13,2,91.1,9.6,True,2023-04-18
P0895,S0128,Pilot,Industrial Retrofit,14986.53,1,62.5,12.4,True,2021-04-02
P0896,S1100,Partial,Congestion Pricing,37690.02,0,63.9,-5.0,True,2022-12-04
P0897,S0146,Full,EV Incentive,10941.05,6,82.0,11.2,True,2023-09-13
P0898,S0499,Partial,Industrial Retrofit,11364.74,2,80.1,21.5,True,2022-04-13
P0899,S0966,Partial,Industrial Retrofit,35940.03,5,57.6,6.5,False,2021-08-26
P0900,S0560,Partial,EV Incentive,21989.45,9,73.3,4.1,True,2022-12-07
P0901,S0924,Full,EV Incentive,13342.25,7,29.6,9.1,False,2023-09-19
P0902,S0403,FULL,Industrial Retrofit,47570.17,5,53.0,4.8,True,2021-02-28
P0903,S0976,Full,Congestion Pricing,33617.06,6,77.8,4.5,True,2022-12-18
P0904,S0342,Full,Congestion Pricing,7504.57,5,58.9,11.6,True,2023-02-11
P0905,S1072,Pilot,Industrial Retrofit,47841.13,6,62.6,14.9,True,2022-12-24
P0906,S0541,Pilot,EV Incentive,14209.55,4,53.9,11.6,False,2023-02-20
P0907,S1200,Full,Congestion Pricing,9655.32,8,52.0,3.1,True,2023-01-28
P0908,S0511,Partial,EV Incentive,16443.14,2,35.0,6.0,True,2021-06-06
P0909,S0019,Pilot,Emissions Cap,26236.81,5,150.0,11.9,True,2021-10-09
P0910,S0495,Partial,EV Incentive,28181.63,8,70.6,13.9,True,2023-01-13
P0911,S0355,FULL,EV Incentive,10087.79,0,68.0,8.8,True,2021-01-22
P0912,S0559,None,Emissions Cap,11523.45,4,55.0,4.6,True,2023-02-01
P0913,S0345,Partial,Congestion Pricing,17042.35,3,150.0,14.6,True,2023-03-10
P0914,S1084,Partial,Congestion Pricing,17708.31,8,60.5,20.9,True,2021-10-15
P0915,S0688,Full,Congestion Pricing,42492.35,0,49.1,16.7,True,2022-12-19
P0916,S0229,Pilot,Industrial Retrofit,20994.32,3,55.8,21.9,False,2022-10-03
P0917,S0147,Full,Emissions Cap,42006.43,0,66.5,6.3,True,2021-11-09
P0918,S0332,Pilot,EV Incentive,51921.85,2,54.5,16.2,True,2022-07-10
P0919,S0433,Partial,Emissions Cap,37549.01,3,80.4,17.7,True,2023-12-28
P0920,S0399,Pilot,Emissions Cap,4253.66,0,52.5,7.1,True,2022-05-27
P0921,S0836,Pilot,Emissions Cap,22417.34,4,57.7,5.0,True,2023-01-26
P0922,S0587,Full,Emissions Cap,24348.28,5,150.0,4.2,True,2021-02-12
P0923,S0599,Pilot,Emissions Cap,26038.87,0,73.3,9.5,True,2021-04-04
P0924,S0757,Full,Emissions Cap,7713.23,9,71.2,1.0,True,2021-04-08
P0925,S0346,Pilot,Industrial Retrofit,17009.86,9,57.3,20.1,False,2023-07-23
P0926,S1037,None,Emissions Cap,11880.5,3,72.0,2.3,False,2022-02-25
P0927,S0738,None,Emissions Cap,15429.9,3,74.5,12.5,True,2021-10-01
P0928,S0380,Partial,Congestion Pricing,23035.38,0,70.3,-3.6,True,2023-06-16
P0929,S0421,Pilot,Emissions Cap,17241.39,1,64.6,22.3,True,2021-07-23
P0930,S1011,Partial,Emissions Cap,16126.07,9,71.9,17.5,False,2021-10-23
P0931,S0418,Partial,Congestion Pricing,23890.07,4,64.1,0.4,False,2022-06-02
P0932,S0356,Pilot,Congestion Pricing,20023.77,1,69.8,11.8,True,2022-02-02
P0933,S0016,Pilot,Congestion Pricing,30327.61,2,65.9,8.6,True,2022-12-04
P0934,S0315,Pilot,EV Incentive,20912.16,8,46.9,10.9,False,2022-02-10
P0935,S0533,Full,Emissions Cap,10503.19,4,58.0,13.8,False,2022-04-17
P0936,S2000,Pilot,Emissions Cap,14491.98,0,90.0,5.2,True,2023-11-02
P0937,S2001,None,Emissions Cap,22096.39,4,41.8,9.7,True,2023-11-28
P0938,S2002,Pilot,Congestion Pricing,20562.3,2,83.6,-0.9,True,2023-09-21
P0939,S2003,Partial,Industrial Retrofit,11520.81,0,72.5,10.5,True,2023-11-04
P0940,S2004,Partial,Emissions Cap,40374.28,2,65.4,-2.4,True,2022-11-15
P0941,S2005,Full,Congestion Pricing,32446.05,5,44.8,17.8,True,2023-02-15
P0942,S2006,Full,Congestion Pricing,18760.79,9,65.0,1.2,False,2022-10-31
P0943,S2007,Pilot,Congestion Pricing,24386.51,4,56.0,11.8,False,2023-08-01
P0944,S2008,Pilot,EV Incentive,14141.6,0,79.3,15.0,False,2022-10-24
P0945,S2009,Partial,Congestion Pricing,44884.18,1,57.0,21.2,True,2021-05-14
P0946,S2010,Full,Industrial Retrofit,93093.37,4,61.7,20.6,True,2023-08-30
P0947,S2011,Pilot,EV Incentive,18274.24,8,68.0,18.4,True,2023-07-02
P0948,S2012,Pilot,Congestion Pricing,56070.18,4,57.3,9.9,True,2023-09-12
