"county_id","region_type","policy_type","inspection_count","grants_million","compliance_score","public_support_pct","emissions_baseline_index","policy_adopted"
"C0747","Suburban","EV_Charging",3,7.59,81.6,73,81.7,1
"C0748","Urban","Building_Retrofit",2,4.91,62.5,89.4,81.7,1
"C0749","Urban","Building_Retrofit",4,6.9,59.8,45.6,32.1,1
"C0750","Suburban","EV_Charging",2,7.01,71.5,57.9,69.3,1
"C0751","Suburban","Building_Retrofit",6,7.44,74.6,49.2,50.3,1
"C0752","Urban","Building_Retrofit",3,0.88,93.5,49.9,64.2,1
"C0753","Suburban","Building_Retrofit",5,5.04,52.2,57,81,0
"C0754","Suburban","Building_Retrofit",6,3.33,44.9,17.8,46.2,0
"C0755","Suburban","EV_Charging",5,6,64.5,79.8,57.3,1
"C0756","Urban","Building_Retrofit",9,4.78,59.1,35.9,74.9,1
"C0757","Urban","EV_Charging",2,7.1,78.7,49,74.1,1
"C0758","Rural","EV_Charging",6,0.98,52.1,25.1,65.6,0
"C0759","Urban","EV_Charging",8,1.83,50.2,73.6,46.2,1
"C0760","Urban","EV_Charging",3,2.43,67.7,62.4,59.3,1
"C0761","Suburban","Transit_Upgrade",6,6.73,52,56.2,81,1
"C0762","Rural","Building_Retrofit",6,0.83,94.3,31.8,55.1,1
"C0763","Suburban","Building_Retrofit",1,7.3,79.6,66.5,35.4,1
"C0764","Rural","EV_Charging",7,7.33,85.1,35,51.4,1
"C0765","Urban","EV_Charging",8,6.81,73.9,98,64.6,1
"C0766","Rural","EV_Charging",5,3.32,77.8,49.3,59.8,1
"C0767","Urban","Building_Retrofit",2,1.7,77,67.4,85.7,1
"C0768","Urban","EV_Charging",3,3.32,48,69.4,64.9,1
"C0769","Rural","Transit_Upgrade",8,3.75,77,65.2,72,1
"C0770","Rural","EV_Charging",7,1.09,58.5,75.7,68.9,1
"C0771","Rural","EV_Charging",4,1.61,83.3,23.9,49.2,1
"C0772","Suburban","EV_Charging",3,0.47,85.9,64.9,100,1
"C0773","Suburban","Building_Retrofit",4,1.68,76.9,70.8,61.9,1
"C0774","Rural","EV_Charging",4,0.62,78.1,25.6,49.6,1
"C0775","Suburban","Building_Retrofit",3,1.35,81.1,61.7,55.8,1
"C0776","Rural","Transit_Upgrade",5,0.96,80.3,27,59.5,0
"C0777","Suburban","EV_Charging",4,4,100,64.6,74.7,1
"C0778","Rural","EV_Charging",2,2.27,63.5,88.7,55.3,1
"C0779","Suburban","Building_Retrofit",4,3.7,79.2,48.8,68,1
"C0780","Suburban","Transit_Upgrade",4,5.23,54.3,98,48.8,1
"C0781","Suburban","EV_Charging",4,4.9,61.8,40.5,89.1,0
"C0782","Urban","Transit_Upgrade",6,5.81,63,50.4,63.3,1
"C0783","Suburban","EV_Charging",3,5.42,61.8,69.4,47.3,1
"C0784","Suburban","EV_Charging",3,1.37,91.2,42.5,81.5,1
"C0785","Urban","Transit_Upgrade",4,0.7,80.6,59.5,88.9,1
"C0786","Suburban","Building_Retrofit",3,7.41,61.9,46.8,55.3,0
"C0787","Urban","Building_Retrofit",4,3.12,68.6,85.8,71.9,1
"C0788","Urban","EV_Charging",5,6.92,58.7,70.1,99.2,1
"C0789","Suburban","Transit_Upgrade",8,0.86,62.2,73.5,73.8,0
"C0790","Urban","Building_Retrofit",5,7.47,100,74.1,73.7,1
"C0791","Rural","Building_Retrofit",4,2.25,86,42.5,51.1,1
"C0792","Urban","EV_Charging",3,5.05,63.7,63.9,70.2,1
"C0793","Urban","Building_Retrofit",4,4.47,56.4,55.5,83.2,1
"C0794","Urban","Building_Retrofit",2,4.13,80.4,23.6,58,1
"C0795","Urban","Building_Retrofit",3,3.11,84.1,30.3,39.6,1
"C0796","Urban","Building_Retrofit",4,7.04,54.8,48.9,61.8,1
"C0797","Suburban","Transit_Upgrade",3,4.74,79.5,56.1,80.1,1
"C0798","Urban","Transit_Upgrade",8,7.86,86.1,64,63.3,1
"C0799","Rural","EV_Charging",5,1.22,53.8,33.5,71.5,0
"C0800","Urban","Transit_Upgrade",1,0.73,72.8,41.1,57.3,0
"C0801","Rural","EV_Charging",2,6.1,62.6,43.4,20.5,1
"C0802","Suburban","Transit_Upgrade",5,2.26,70.3,52.1,68.5,0
"C0803","Urban","Building_Retrofit",4,1.58,60.3,63.3,50.1,1
"C0804","Urban","Building_Retrofit",5,0.84,68.3,59.4,43.2,1
"C0805","Suburban","EV_Charging",2,4.46,67.1,41.3,58.8,0
"C0806","Suburban","Transit_Upgrade",6,3.95,55.8,65.9,70.3,1
"C0807","Suburban","Transit_Upgrade",4,2.1,71.9,40.6,68.8,0
"C0808","Suburban","Transit_Upgrade",5,5.07,58.9,64.3,89.6,1
"C0809","Rural","Transit_Upgrade",5,3.49,75.4,43.3,36.3,1
"C0810","Suburban","EV_Charging",2,2.6,85.5,18.6,54.3,1
"C0811","Urban","Transit_Upgrade",5,5.44,52.8,38.8,62,1
"C0812","Suburban","Building_Retrofit",4,4.01,66.1,74.5,67.2,1
"C0813","Suburban","Building_Retrofit",2,7.7,67.2,68.7,64,1
"C0814","Urban","Transit_Upgrade",5,7.66,47.2,33.7,35,1
"C0815","Urban","EV_Charging",0,1.43,74.3,55.9,58.6,1
"C0816","Rural","EV_Charging",4,7.84,74.5,80.3,54,1
"C0817","Suburban","Transit_Upgrade",3,0.24,61,68.3,83.8,0
"C0818","Urban","EV_Charging",3,4.62,54.9,37.5,68.8,0
"C0819","Urban","EV_Charging",3,6.09,72,63.6,81,1
"C0820","Suburban","Building_Retrofit",3,5.93,57.3,61.8,32,1
"C0821","Suburban","Building_Retrofit",7,3.52,59.1,64.3,75.8,1
"C0822","Urban","Transit_Upgrade",4,7.52,65,48.5,67.1,1
"C0823","Suburban","EV_Charging",7,0.49,68.1,81.9,60.4,1
"C0824","Urban","EV_Charging",4,4.39,25.8,72,31.2,0
"C0825","Suburban","Transit_Upgrade",4,5.67,55.9,75.1,77.2,1
"C0826","Suburban","Transit_Upgrade",3,7.22,62.5,75.9,64.6,1
"C0827","Suburban","Transit_Upgrade",3,4.81,77.3,43.7,56,1
"C0828","Rural","Building_Retrofit",2,5.34,95,41.1,74.2,1
"C0829","Suburban","EV_Charging",2,5.99,83.8,54.9,75.6,1
"C0830","Suburban","Building_Retrofit",2,6.08,79.2,41.9,57.9,1
"C0831","Rural","Building_Retrofit",7,6.51,71.7,39.1,96.4,1
"C0832","Suburban","EV_Charging",3,2.53,69.4,5,76.6,0
"C0833","Suburban","Transit_Upgrade",4,4.87,65.1,79.9,35.7,1
"C0834","Suburban","Transit_Upgrade",2,4.36,68.3,70.4,67.7,0
"C0835","Rural","Transit_Upgrade",5,6.07,59.7,38.3,70.3,0
"C0836","Urban","EV_Charging",3,6.64,92.9,53.6,63.7,1
"C0837","Rural","Building_Retrofit",7,1.93,71.2,9.7,47.1,0
"C0838","Urban","Building_Retrofit",2,1.95,88.9,69.8,27.3,1
"C0839","Suburban","Building_Retrofit",2,7.41,59.1,32.5,57.6,1
"C0840","Urban","Transit_Upgrade",6,2.66,72.1,42.9,50.3,1
"C0841","Rural","Building_Retrofit",4,3.55,86.7,42.4,59.9,1
"C0842","Urban","EV_Charging",6,2.52,67.2,52.1,26.9,1
"C0843","Suburban","Transit_Upgrade",2,6.51,67.3,23.6,60,1
"C0844","Rural","Transit_Upgrade",5,6.86,63.9,46.4,73.2,1
"C0845","Urban","EV_Charging",4,4.63,70.5,48.8,52,1
"C0846","Suburban","EV_Charging",4,0.47,55.2,41.5,53.6,0
"C0847","Suburban","Transit_Upgrade",1,5.6,72.4,61.3,79.3,1
"C0848","Suburban","Transit_Upgrade",0,4.46,53.7,84.7,78.3,1
"C0849","Urban","Transit_Upgrade",6,5.48,100,37.3,56.2,1
"C0850","Rural","EV_Charging",3,3.97,69,51.2,59.6,1
"C0851","Rural","EV_Charging",8,2.6,41.3,77.5,75.3,0
"C0852","Urban","Building_Retrofit",0,0.35,60.2,46.7,63.8,0
"C0853","Suburban","Building_Retrofit",2,3.97,89.6,94.1,65.7,1
"C0854","Suburban","Transit_Upgrade",4,4.47,54.1,29.7,43.7,0
"C0855","Suburban","EV_Charging",1,3.14,45.5,55.5,37.5,0
"C0856","Suburban","Building_Retrofit",6,1.64,61.2,73,74.5,1
"C0857","Urban","Transit_Upgrade",2,2.55,66,69,25.9,1
"C0858","Rural","EV_Charging",2,1.6,80.3,60.5,61.6,0
"C0859","Rural","EV_Charging",4,6.71,70.1,41.7,69.3,1
"C0860","Suburban","Transit_Upgrade",4,4.15,65.2,22.9,84.4,0
"C0861","Suburban","Building_Retrofit",6,7.86,82.1,32.4,61.7,1
"C0862","Urban","Building_Retrofit",2,2.49,82.3,51.1,59.7,1
"C0863","Urban","EV_Charging",8,5.71,55.4,53.7,65,0
"C0864","Suburban","EV_Charging",4,3.69,71.5,68.2,57.5,1
"C0865","Suburban","Transit_Upgrade",4,5.01,96.5,52.5,72.6,1
"C0866","Rural","Transit_Upgrade",5,7.23,69.7,42.2,67.2,1
"C0867","Urban","Transit_Upgrade",3,7.33,63.8,85.8,49.2,1
"C0868","Urban","EV_Charging",4,1.18,67.2,57.6,78.6,1
"C0869","Suburban","EV_Charging",4,7.49,75.8,51.8,63,1
"C0870","Rural","EV_Charging",3,7.74,61.3,50.9,71.8,1
"C0871","Urban","Building_Retrofit",2,3.79,56,26.1,76.9,0
"C0872","Urban","Building_Retrofit",7,4.18,96.7,57.1,64.6,1
"C0873","Urban","Transit_Upgrade",2,3,72.7,34,57.3,0
"C0874","Suburban","EV_Charging",3,3.2,86,82.2,54.8,1
"C0875","Suburban","Building_Retrofit",2,4.14,72.5,47.4,62,1
"C0876","Suburban","Building_Retrofit",2,2.53,64.7,93.2,75.2,0
"C0877","Suburban","Transit_Upgrade",11,2.66,73.7,69.5,73.6,1
"C0878","Suburban","EV_Charging",3,6.05,72.6,78.2,56,1
"C0879","Urban","Building_Retrofit",6,6.05,92.2,46.5,68.1,1
"C0880","Urban","EV_Charging",1,7.19,61.2,84.1,53.7,1
"C0881","Suburban","EV_Charging",3,2.44,50.8,59.1,45.6,1
"C0882","Rural","Building_Retrofit",3,0.78,68,22.3,87.7,0
"C0883","Urban","EV_Charging",2,1.29,48.6,59.6,98.9,0
"C0884","Suburban","Transit_Upgrade",7,1.21,85.4,41.3,57.7,1
"C0885","Suburban","Building_Retrofit",3,5.17,72.3,58.7,43.8,1
"C0886","Suburban","Building_Retrofit",5,1.23,49.6,37.9,76.4,0
"C0887","Suburban","EV_Charging",3,4.67,79.9,50.8,55.9,1
"C0888","Urban","EV_Charging",6,6.03,85,64.2,63.1,1
"C0889","Suburban","EV_Charging",4,6.02,69.6,56.8,49.7,1
"C0890","Suburban","EV_Charging",5,1.33,62.1,32.9,54.4,0
"C0891","Rural","EV_Charging",3,1.93,42,46,77.8,0
"C0892","Urban","EV_Charging",5,5.47,68.7,72.7,75.9,1
"C0893","Rural","EV_Charging",3,7.78,71.6,50.3,73.6,1
"C0894","Urban","Transit_Upgrade",3,4.93,61.7,63.6,59.7,1
"C0895","Suburban","EV_Charging",6,4.84,57.8,22.9,32.3,1
"C0896","Urban","Building_Retrofit",2,5.5,55.6,31,42.8,1
"C0897","Suburban","Transit_Upgrade",5,3.89,70.1,57.3,42.1,1
"C0898","Suburban","EV_Charging",2,3.58,38.2,79.7,47.4,1
"C0899","Urban","Transit_Upgrade",6,3.65,85.7,69.7,61,1
"C0900","Suburban","Building_Retrofit",4,4.29,77.8,36.2,31.6,1
"C0901","Urban","EV_Charging",6,7.71,50.7,74.9,85.8,1
"C0902","Urban","Transit_Upgrade",1,1.81,81,26,49.9,1
"C0903","Rural","EV_Charging",1,4.94,61.4,53.4,65.6,0
"C0904","Rural","Building_Retrofit",2,6.55,75.2,51.2,37.4,1
"C0905","Urban","EV_Charging",3,6.33,72.1,75.3,78.3,1
"C0906","Suburban","EV_Charging",6,6.79,68.9,55.6,31.8,1
"C0907","Rural","EV_Charging",2,5.47,87.8,29.4,50,1
"C0908","Suburban","Building_Retrofit",4,5.25,67.4,62.3,40.7,1
"C0909","Urban","Transit_Upgrade",3,4.44,70.7,73.6,89.7,1
"C0910","Suburban","Transit_Upgrade",2,7.32,92.9,55.8,42.5,1
"C0911","Suburban","Building_Retrofit",5,7.78,61.2,66.4,84.6,0
"C0912","Suburban","Building_Retrofit",1,2.06,71.6,73.2,91.6,0
"C0913","Suburban","Transit_Upgrade",5,3.17,55.7,87.6,47.2,1
"C0914","Rural","EV_Charging",6,1.88,45.3,70.1,100,0
"C0915","Urban","Building_Retrofit",4,1.08,69.6,63.6,55.3,1
"C0916","Suburban","Building_Retrofit",6,3.77,70.4,58.1,67.7,1
"C0917","Suburban","Building_Retrofit",5,2.17,56.9,72.3,54.1,1
"C0918","Rural","EV_Charging",8,5.86,71.3,69.9,25.4,1
"C0919","Urban","Transit_Upgrade",3,7.14,76.4,57.9,68.5,1
"C0920","Urban","EV_Charging",5,3.49,83,46.6,85.3,1
"C0921","Rural","EV_Charging",7,7.57,62.9,43.5,46.4,1
"C0922","Suburban","Building_Retrofit",7,7.7,68.1,30.5,65.1,1
"C0923","Urban","Building_Retrofit",4,4.9,68.3,45.7,76.1,1
"C0924","Urban","EV_Charging",5,5.47,43.1,69.9,65,1
"C0925","Suburban","EV_Charging",2,2.56,76.8,46.4,53.6,1
"C0926","Suburban","EV_Charging",1,5.71,73.4,58.7,60.3,1
"C0927","Suburban","Building_Retrofit",5,2.56,79.6,48.2,58.8,1
"C0928","Suburban","Transit_Upgrade",3,6.59,79.3,41.5,77.6,1
"C0929","Suburban","Transit_Upgrade",2,6.3,61.5,84.7,66.7,1
"C0930","Suburban","EV_Charging",4,1.72,77.3,53.7,52.1,1
"C0931","Suburban","Transit_Upgrade",5,4.03,55,79.3,90.6,1
"C0932","Urban","Transit_Upgrade",5,2.84,59.4,42.9,64.4,1
"C0933","Urban","Transit_Upgrade",3,0.32,74.5,59.6,81.7,1
"C0934","Suburban","EV_Charging",2,7.03,100,61.1,71.7,1
"C0935","Urban","Transit_Upgrade",4,2.85,83,5,47.5,0
"C0936","Suburban","Building_Retrofit",4,4.06,81,58.1,87.7,1
"C0937","Suburban","Building_Retrofit",9,5.63,50.3,33.3,76.9,1
"C0938","Rural","Transit_Upgrade",3,2.46,29.7,19.9,83.1,0
"C0939","Urban","Transit_Upgrade",1,3.51,68.7,46.4,86.2,0
"C0940","Rural","Transit_Upgrade",8,1.9,74.6,52.5,66.5,1
"C0941","Urban","Building_Retrofit",5,7.46,74.6,51.2,100,1
"C0942","Rural","Building_Retrofit",7,7.81,68.5,23.3,51.7,1
"C0943","Urban","Transit_Upgrade",4,4.08,100,67.1,83.5,1
"C0944","Suburban","EV_Charging",8,2.09,51.8,36.5,37.7,1
"C0945","Urban","Building_Retrofit",2,5.16,74.5,75.3,53.4,1
"C0946","Rural","Building_Retrofit",4,1.29,74.8,56.8,77.5,1
"C0947","Suburban","EV_Charging",2,6.22,68.9,59,73.4,1
"C0948","Suburban","Building_Retrofit",1,3.47,92.5,58.4,55.3,1
"C0949","Suburban","Building_Retrofit",7,6.34,76.5,71.3,34.3,1
"C0950","Rural","Building_Retrofit",3,6.28,66,64.5,68.9,1
"C0951","Suburban","EV_Charging",2,3.4,91.5,56.1,45.7,1
"C0952","Suburban","Building_Retrofit",2,1.56,54.7,68.3,54.4,0
"C0953","Urban","EV_Charging",3,0.9,62.5,55.3,84.1,1
"C0954","Suburban","Building_Retrofit",2,7.74,54.7,66,35.9,1
"C0955","Suburban","Building_Retrofit",5,2.96,77.3,66.5,73.7,1
"C0956","Rural","Building_Retrofit",2,0.98,42.1,25.5,80.6,0
"C0957","Suburban","Transit_Upgrade",4,6.53,55.1,52.7,75,1
"C0958","Urban","EV_Charging",5,5.2,59.8,51.9,37.9,1
"C0959","Suburban","EV_Charging",4,1.49,71,49,46.8,1
"C0960","Urban","Building_Retrofit",2,4.36,59.2,34.5,60.6,0
"C0961","Urban","Transit_Upgrade",4,3.5,75.2,39.8,72.3,1
"C0962","Suburban","Transit_Upgrade",5,0.57,78.5,52.6,69.8,1
"C0963","Urban","Building_Retrofit",3,0.81,62.8,41.4,49.4,0
"C0964","Suburban","Transit_Upgrade",3,5.44,71.6,56.8,55.5,1
"C0965","Urban","EV_Charging",3,5.26,79.9,67.1,76.3,1
"C0966","Suburban","Transit_Upgrade",3,1.81,76.1,42,57.7,0
"C0967","Rural","EV_Charging",4,7.02,63.3,46.8,79.8,1
"C0968","Rural","Transit_Upgrade",1,0.88,57,54.1,71.8,0
"C0969","Urban","EV_Charging",2,3.6,77.1,49.8,73.1,1
"C0970","Urban","Building_Retrofit",3,5.99,85.6,44.9,69.1,1
"C0971","Suburban","EV_Charging",4,2.15,60.2,50.1,70,0
"C0972","Urban","EV_Charging",1,5.04,49.8,40.9,82.3,0
"C0973","Rural","EV_Charging",4,5.01,62.8,75.6,57.9,1
"C0974","Suburban","EV_Charging",5,6.01,76.3,85.1,87.9,1
"C0975","Urban","Building_Retrofit",4,4.93,82.6,74.1,53,1
"C0976","Urban","EV_Charging",5,5.87,52.7,47.8,49.7,1
"C0977","Suburban","EV_Charging",0,6.69,87.3,56.2,75.6,1
"C0978","Suburban","Building_Retrofit",3,6.53,77.9,77.1,56.9,1
"C0979","Rural","EV_Charging",4,7.99,91.8,94.4,37.8,1
"C0980","Suburban","Building_Retrofit",3,5.46,53.4,56.7,20,1
"C0981","Urban","EV_Charging",8,2.65,54.4,58.9,47.2,1
"C0982","Suburban","EV_Charging",7,6.88,48.6,92.5,65.1,1
"C0983","Rural","Building_Retrofit",2,3.39,60.3,74,62.3,1
"C0984","Rural","Building_Retrofit",3,1.87,76.7,74.5,52.5,1
"C0985","Urban","Building_Retrofit",5,6.62,86.8,49.1,66.2,1
"C0986","Rural","Transit_Upgrade",5,4.56,62.6,63.5,84.6,0
"C0987","Urban","Building_Retrofit",6,5.9,79.1,48.7,36.1,1
"C0988","Urban","Building_Retrofit",5,3.37,70.9,10.9,63.3,1
"C0989","Rural","EV_Charging",6,6.67,78.3,59.5,100,1
"C0990","Urban","Building_Retrofit",3,3.13,78.8,68.8,67.1,1
"C0991","Rural","Building_Retrofit",6,1.92,79.1,60.5,44.8,1
"C0992","Urban","Building_Retrofit",3,2.81,56.3,36.4,69.5,0
"C0993","Suburban","Building_Retrofit",1,0.47,67.5,38.7,68,1
"C0994","Rural","Building_Retrofit",1,5.29,62.2,98,51.6,1
"C0995","Urban","EV_Charging",6,1.17,74.4,72.6,84.9,1
"C0996","Urban","Building_Retrofit",3,7.07,71.5,29.2,56.1,1
"C0997","Suburban","EV_Charging",3,7.54,82.2,45.3,52.4,1
"C0998","Suburban","EV_Charging",3,6.1,75.4,74.1,64.7,1
"C0999","Suburban","EV_Charging",3,6.64,74.8,80,100,1
"C1000","Suburban","EV_Charging",2,1.54,63.9,49.8,82.4,0
"C1001","Rural","Building_Retrofit",5,5.29,64.2,73,66.7,1
"C1002","Urban","Building_Retrofit",5,5.17,74.1,67.4,57.3,1
"C1003","Suburban","EV_Charging",0,3.66,50.1,74.3,76.7,0
"C1004","Urban","EV_Charging",1,4.91,65.4,51.2,88,0
"C1005","Urban","EV_Charging",3,5.48,55.6,61,57.8,1
"C1006","Suburban","Transit_Upgrade",1,7.12,46.5,72.1,47.1,1
"C1007","Urban","Transit_Upgrade",5,5.88,85,46.8,86.1,1
"C1008","Rural","Building_Retrofit",2,0.5,40.4,49.3,62.5,0
"C1009","Rural","Transit_Upgrade",5,4.86,78.7,36,80.7,1
"C1010","Suburban","Building_Retrofit",2,1.64,83.6,72.8,57.4,0
"C1011","Suburban","Building_Retrofit",7,7.09,52.3,58.9,57.7,1
"C1012","Urban","Building_Retrofit",3,5.96,55.7,33.6,44.7,1
"C1013","Rural","EV_Charging",2,2.88,82.7,28.8,58.1,0
"C1014","Urban","EV_Charging",3,0.59,64,47.5,52.9,1
"C1015","Urban","Transit_Upgrade",2,6.91,45.8,57.8,33.9,0
"C1016","Suburban","Building_Retrofit",3,6.92,80.4,14.4,31.5,1
"C1017","Suburban","EV_Charging",3,1.15,58.8,41.2,61.2,0
"C1018","Suburban","Transit_Upgrade",0,7.34,64.1,17.1,47.4,1
"C1019","Urban","EV_Charging",1,3.65,58.3,63.5,68.7,1
"C1020","Suburban","Transit_Upgrade",2,0.71,77.6,23.5,79.5,1
"C1021","Suburban","Transit_Upgrade",3,0.79,74.8,60.7,50.6,0
"C1022","Suburban","Building_Retrofit",5,7.41,70,70.3,37.6,1
"C1023","Suburban","Transit_Upgrade",1,7.9,59.6,48.9,56.5,1
"C1024","Rural","Transit_Upgrade",4,3.53,61.1,48.1,60.7,1
"C1025","Suburban","EV_Charging",4,2.88,57.8,44.9,41.7,1
"C1026","Suburban","EV_Charging",4,6.38,63.4,49.4,82.3,1
"C1027","Rural","EV_Charging",6,6.33,84.6,65.2,39.3,1
"C1028","Suburban","Transit_Upgrade",2,5.08,61.8,78.1,54.4,1
"C1029","Urban","Transit_Upgrade",6,2.33,99.5,22,67.4,1
"C1030","Urban","Transit_Upgrade",4,2.93,59.4,39.1,46,1
"C1031","Rural","Building_Retrofit",2,0.25,79,52.2,89.3,1
"C1032","Urban","Building_Retrofit",4,3.97,83.9,33.2,54.4,1
"C1033","Rural","EV_Charging",6,5.49,55.1,59.4,59.5,1
"C1034","Suburban","EV_Charging",4,4.56,71.9,57.9,93.5,0
"C1035","Suburban","EV_Charging",4,6.6,83,33.4,89.2,0
"C1036","Suburban","Transit_Upgrade",2,5.08,75.5,38.2,75.1,1
"C1037","Suburban","EV_Charging",1,3.09,68.2,61.2,82.3,1
"C1038","Urban","Transit_Upgrade",4,0.75,82.2,74.7,84.8,1
"C1039","Urban","EV_Charging",7,0.51,96.7,54.2,52.6,1
"C1040","Rural","Building_Retrofit",8,5.23,74.1,56.5,58.3,1
"C1041","Rural","EV_Charging",2,4.62,79.5,75.8,34.6,1
"C1042","Urban","Transit_Upgrade",2,7.44,45.6,48.9,70,0
"C1043","Rural","EV_Charging",2,0.74,74.5,29.4,20,1
"C1044","Urban","Transit_Upgrade",4,5.7,58.1,48,42.6,1
"C1045","Suburban","Building_Retrofit",6,3.93,55.1,49.5,69.7,1
"C1046","Urban","EV_Charging",1,6.29,69.6,32.2,44.1,1
"C1047","Suburban","EV_Charging",2,5.84,45.2,47.2,71,1
"C1048","Urban","EV_Charging",1,5.76,41.5,59,58.9,1
"C1049","Rural","EV_Charging",4,1.02,67.9,66.5,30.3,1
"C1050","Suburban","EV_Charging",2,7.68,71,57.1,58.9,1
"C1051","Suburban","Transit_Upgrade",5,4.64,65,66.4,55.8,1
"C1052","Rural","Building_Retrofit",0,0.61,77.1,42.5,61.7,0
"C1053","Suburban","Building_Retrofit",1,6.24,69.2,44.1,54.1,1
"C1054","Suburban","EV_Charging",1,5.43,55.3,55.4,69.4,0
"C1055","Urban","Building_Retrofit",4,4.39,64.7,62.2,44.7,1
"C1056","Suburban","EV_Charging",5,0.95,34.1,92.9,55.2,1
"C1057","Suburban","EV_Charging",3,1.35,55.8,65.2,66,1
"C1058","Urban","EV_Charging",6,0.97,57.2,86.6,42.8,1
"C1059","Rural","EV_Charging",5,1.61,61.8,64.1,59.4,1
"C1060","Rural","EV_Charging",5,3.62,86.4,80.2,87.5,1
"C1061","Suburban","EV_Charging",6,7.93,68.2,62.8,63.1,1
"C1062","Rural","Building_Retrofit",7,7.62,60.6,60.8,56,1
"C1063","Urban","EV_Charging",2,2.46,95.9,72.9,74.2,1
"C1064","Urban","Transit_Upgrade",5,4.18,56.9,75.5,72,1
"C1065","Urban","EV_Charging",3,3.79,85,32,59.2,1
"C1066","Urban","Building_Retrofit",3,2.77,41.6,41.1,84.7,0
"C1067","Urban","EV_Charging",4,2.36,55.2,48.1,41.4,0
"C1068","Rural","Transit_Upgrade",4,5.7,63.6,52.8,52.3,0
"C1069","Suburban","Transit_Upgrade",9,2.13,55.5,80,49.7,1
"C1070","Rural","Building_Retrofit",1,7.36,49.1,64.8,63.4,1
"C1071","Urban","EV_Charging",5,0.25,48.7,84.5,54.4,0
"C1072","Rural","EV_Charging",6,7.3,59.6,65.3,48.6,1
"C1073","Rural","Building_Retrofit",4,5.88,47.6,35.9,38.8,0
"C1074","Rural","Building_Retrofit",4,1.81,63.4,34,78.5,0
"C1075","Suburban","Transit_Upgrade",5,5.79,87.3,40.5,43.5,1
"C1076","Suburban","Building_Retrofit",4,1.81,76,26.9,61.4,1
"C1077","Urban","Building_Retrofit",11,3.94,77.2,44.3,60,1
"C1078","Rural","Building_Retrofit",3,1.59,93.4,69,78.6,1
"C1079","Rural","EV_Charging",3,6.27,75,69.4,80,1
"C1080","Suburban","Building_Retrofit",4,5.25,42.7,43.3,43.3,1
"C1081","Rural","Transit_Upgrade",4,7.37,77.2,45.2,54.5,1
"C1082","Rural","EV_Charging",4,7.7,100,44.3,24.7,1
"C1083","Suburban","Building_Retrofit",6,3.9,78.9,93,68.3,1
"C1084","Suburban","Building_Retrofit",5,2.33,57,48.9,83.2,1
"C1085","Urban","Building_Retrofit",4,2.12,72.5,41,51.3,1
"C1086","Suburban","EV_Charging",3,6.41,80.6,31.7,53.2,1
"C1087","Rural","EV_Charging",3,2.74,53.1,55.8,61,0
"C1088","Urban","EV_Charging",3,4.64,73.2,33.8,85.4,1
"C1089","Urban","Building_Retrofit",7,3.57,69.9,42.2,32.4,1
"C1090","Suburban","EV_Charging",6,1.77,82.4,76.7,82.7,1
"C1091","Urban","EV_Charging",3,6.62,60.4,42,58.2,1
"C1092","Suburban","Transit_Upgrade",1,1.62,56,61.3,65.9,0
"C1093","Suburban","Transit_Upgrade",7,3.45,78.2,50.6,85.5,1
"C1094","Rural","Transit_Upgrade",3,2.65,70.9,55.9,56,1
"C1095","Suburban","Transit_Upgrade",2,7.77,61.4,50.9,59.5,0
"C1096","Urban","Transit_Upgrade",3,0.91,71.1,91.5,62.7,1
"C1097","Suburban","Transit_Upgrade",5,7.01,79.5,89.1,62.4,1
"C1098","Urban","EV_Charging",3,6.19,69.6,70.7,41.3,1
"C1099","Suburban","EV_Charging",1,4.89,61,66.6,64.4,1
"C1100","Suburban","Transit_Upgrade",3,3.29,58.2,69.1,57.1,1
"C1101","Urban","Building_Retrofit",3,2.18,80.8,21,50.7,0
"C1102","Suburban","EV_Charging",4,2,65.4,38.9,47.4,1
"C1103","Suburban","EV_Charging",5,7.43,78.3,76.7,73.9,1
"C1104","Suburban","Building_Retrofit",4,6.19,82.3,39.8,73,1
"C1105","Suburban","Building_Retrofit",1,2.85,74.3,52.7,47.8,1
"C1106","Urban","EV_Charging",4,4.82,68,38.7,78.4,1
"C1107","Urban","EV_Charging",5,4.49,69.4,56.9,79,1
"C1108","Suburban","Building_Retrofit",3,5.39,70.5,45.9,20,1
"C1109","Urban","EV_Charging",9,1.15,64.9,56.8,56.8,1
"C1110","Urban","Building_Retrofit",5,2,47.3,55.9,46.5,1
"C1111","Suburban","Transit_Upgrade",5,3.54,56,77.1,78.3,1
"C1112","Rural","Transit_Upgrade",6,4.04,61.8,36,40.3,1
"C1113","Suburban","EV_Charging",3,0.42,81.4,50.1,88.4,1
"C1114","Urban","EV_Charging",1,1.83,66.8,73.2,46.6,0
"C1115","Urban","Transit_Upgrade",2,1.05,45.6,29.2,42.2,1
"C1116","Suburban","Transit_Upgrade",6,4.14,53.5,62.1,55.1,0
"C1117","Suburban","Transit_Upgrade",3,2.96,68.8,73.6,55.1,1
"C1118","Urban","Building_Retrofit",3,0.64,81.6,74.3,66.2,1
"C1119","Urban","EV_Charging",3,7.8,60,53.7,81.9,1
"C1120","Rural","Building_Retrofit",3,6.55,80.1,19.8,72.4,1
"C1121","Suburban","Building_Retrofit",5,6.92,79.4,66.6,80.6,1
