lat,lon,time_range,flag,geartype,vessel_ids,apparent_fishing_hours,effort_index,fuel_consumption,catch_value_usd,crew_size
-14.3,-77.4,2023-02,PER,other_purse_seines,1,0.59,4.93,5.22,5.05,7.3
-8.1,-79.4,2023-03,PER,other_purse_seines,1,0.57,2.7,4.9,7.03,7.9
-13.7,-78.2,2023-02,PER,purse_seines,1,1.62,5.01,3.45,27.65,7.7
-13.7,-77.9,2023-01,PER,set_gillnets,1,5.51,7.16,9.08,29.65,7.7
-10.8,-77.9,2023-01,AIA,purse_seines,1,1.82,3.1,0.0,10.03,6.9
-7.8,-79.6,2023-01,GBR,other_purse_seines,1,7.33,4.24,8.78,21.91,7.0
-14.7,-77.8,2023-02,PER,other_purse_seines,6,21.2448,22.07,28.79,126.12,9.0
-7.4,-80.0,2023-01,PER,purse_seines,3,5.2,10.32,9.59,27.23,7.8
-13.0,-76.8,2023-01,PER,purse_seines,4,8.52,13.55,13.15,37.67,8.3
-11.7,-77.4,2023-01,PER,pole_and_line,2,1.18,7.01,7.24,13.92,6.8
-7.9,-79.5,2023-01,PER,purse_seines,3,3.51,12.4,6.57,24.2,7.1
-14.5,-76.4,2023-01,PER,other_purse_seines,3,3.03,3.88,3.42,25.59,7.3
-12.5,-76.9,2023-02,PER,inconclusive,1,0.98,4.84,0.0,18.42,6.6
-16.8,-78.2,2023-03,PER,tuna_purse_seines,2,21.2448,25.24,31.77,102.61,9.5
-14.5,-77.6,2023-03,,other_purse_seines,1,3.74,9.97,9.08,25.62,8.5
-8.6,-79.4,2023-02,PER,tuna_purse_seines,1,1.77,3.06,3.25,8.79,7.7
-16.4,-76.6,2023-03,PER,fishing,1,0.16,6.21,1.29,4.79,6.9
-7.8,-79.6,2023-01,PER,tuna_purse_seines,5,7.68,7.75,9.53,33.95,7.7
-7.7,-79.7,2023-01,PER,fishing,2,3.44,8.65,15.12,19.81,7.4
-8.9,-78.9,2023-01,AIA,purse_seines,1,0.16,5.27,12.1,8.33,
-8.0,-79.4,2023-01,,inconclusive,1,0.38,8.69,7.11,3.79,8.5
-12.2,-77.1,2023-01,PER,other_purse_seines,7,15.64,23.29,30.5,75.44,8.1
-7.3,-79.7,2023-01,PER,other_purse_seines,9,7.31,15.48,10.49,56.01,7.3
-3.4,-81.1,2023-02,PER,other_purse_seines,1,0.6,5.59,8.02,5.07,6.6
-12.0,-77.1,2023-03,PER,inconclusive,2,14.11,16.98,20.96,86.4,8.1
-16.7,-78.6,2023-02,PER,tuna_purse_seines,1,2.78,3.88,4.11,10.88,8.3
-10.7,-78.3,2023-03,PER,other_purse_seines,1,0.07,4.85,5.91,3.58,9.0
-16.6,-77.0,2023-03,ECU,tuna_purse_seines,1,1.53,2.99,0.0,16.88,
-9.9,-78.4,2023-01,PER,fishing,2,8.41,9.24,10.9,66.84,8.3
-13.4,-78.1,2023-02,PER,set_gillnets,1,0.2,0.0,0.0,4.8,7.5
-3.6,-81.1,2023-02,ECU,tuna_purse_seines,1,2.96,3.48,9.94,18.11,7.1
-12.5,-78.0,2023-02,PER,set_longlines,1,0.24,0.53,7.01,19.5,7.2
-12.4,-77.4,2023-02,PER,other_purse_seines,1,0.77,0.0,0.0,12.97,6.8
-5.8,-81.2,2023-01,PER,other_purse_seines,3,4.34,11.69,12.51,17.21,8.9
-7.5,-79.9,2023-01,,other_purse_seines,1,2.04,0.15,7.87,16.54,7.0
-10.9,-77.9,2023-01,AIA,purse_seines,1,2.11,6.71,4.04,5.5,7.5
-18.0,-71.2,2023-02,PER,other_purse_seines,1,1.95,6.76,1.12,24.18,7.7
-3.4,-81.0,2023-02,ECU,tuna_purse_seines,1,1.05,3.0,6.88,9.03,7.2
-13.3,-77.8,2023-02,PER,other_purse_seines,1,1.8,2.84,4.91,11.29,7.9
-10.3,-78.2,2023-01,PER,other_purse_seines,42,21.2448,26.22,26.41,78.49,9.1
-14.5,-76.2,2023-03,PER,other_purse_seines,1,0.34,7.47,2.5,13.4,7.6
-14.5,-78.7,2023-03,ECU,tuna_purse_seines,1,5.17,12.54,13.1,32.88,6.9
-9.4,-78.6,2023-01,PER,tuna_purse_seines,1,0.54,3.21,5.55,4.92,7.0
-12.1,-77.3,2023-03,PER,pole_and_line,1,1.4,4.51,9.98,20.59,7.6
-6.9,-80.3,2023-02,PER,other_purse_seines,1,1.03,9.69,7.33,15.27,6.8
-10.0,-80.9,2023-02,,purse_seines,1,8.06,9.39,6.2,52.17,7.3
-13.5,-76.8,2023-01,PER,other_purse_seines,10,16.81,22.62,19.12,49.43,8.7
-8.3,-79.6,2023-02,PER,purse_seines,2,3.43,11.07,1.54,17.95,7.7
-7.3,-80.1,2023-01,PER,purse_seines,3,4.76,13.86,8.06,52.7,7.3
-12.0,-77.5,2023-02,PER,other_purse_seines,9,19.73,21.93,26.95,52.47,8.0
-4.0,-83.6,2023-03,ECU,tuna_purse_seines,1,1.75,7.69,8.12,16.1,7.5
-15.3,-76.6,2023-03,PER,purse_seines,1,1.19,5.43,9.55,4.52,7.5
-9.7,-78.5,2023-01,PER,pole_and_line,1,3.53,1.39,2.99,25.31,8.3
-15.4,-77.3,2023-02,PER,other_purse_seines,4,3.7,4.55,7.92,16.02,
-7.8,-79.6,2023-01,PER,purse_seines,8,16.6,24.48,25.09,202.24,
-8.1,-79.2,2023-01,PER,other_purse_seines,34,21.2448,27.26,25.38,46.71,8.5
-15.1,-76.8,2023-02,PER,other_purse_seines,2,3.5,7.91,4.39,39.46,7.1
-14.0,-77.4,2023-01,PER,pole_and_line,1,0.32,0.0,0.19,2.98,7.1
-14.9,-76.0,2023-01,PER,other_purse_seines,2,2.37,5.71,3.49,9.86,7.5
-9.3,-78.8,2023-03,PER,other_purse_seines,1,1.59,7.99,11.3,10.78,7.1
-9.2,-78.9,2023-02,PER,tuna_purse_seines,1,1.42,9.29,8.92,9.27,7.5
-12.5,-76.9,2023-01,SSD,tuna_purse_seines,1,1.46,7.81,8.05,16.62,
-6.7,-80.6,2023-01,PER,other_purse_seines,15,19.55,26.79,27.61,165.3,8.4
-14.2,-77.8,2023-02,PER,other_purse_seines,3,7.27,9.99,5.83,43.84,8.1
-10.8,-78.4,2023-03,PER,other_purse_seines,2,4.36,18.03,15.83,26.22,8.2
-14.1,-77.3,2023-03,PER,purse_seines,1,1.46,8.65,13.8,39.61,7.8
-12.3,-77.1,2023-03,PER,pole_and_line,1,9.91,7.56,4.66,49.11,8.2
-13.0,-76.9,2023-01,PER,purse_seines,2,1.84,2.66,0.0,15.33,7.0
-13.8,-77.7,2023-01,PER,set_gillnets,1,0.84,5.62,2.68,13.14,6.9
-3.6,-81.0,2023-02,PER,other_purse_seines,1,2.47,2.95,1.22,46.43,7.2
-13.6,-76.6,2023-01,PER,other_purse_seines,5,6.93,15.44,11.75,32.17,7.2
-11.7,-77.5,2023-01,PER,pole_and_line,2,7.08,12.89,21.48,36.52,7.6
-11.9,-77.7,2023-01,PER,other_purse_seines,1,0.25,5.42,3.89,6.01,7.3
-5.5,-82.5,2023-03,ECU,tuna_purse_seines,1,0.32,3.01,0.2,5.7,6.6
-8.1,-79.4,2023-02,GBR,other_purse_seines,1,0.03,10.9,10.97,4.43,7.7
-13.7,-77.8,2023-01,PER,set_gillnets,1,7.12,12.26,12.46,63.17,7.8
-8.1,-79.4,2023-02,PER,purse_seines,1,0.61,1.2,2.5,14.49,8.5
-15.0,-78.1,2023-02,ECU,tuna_purse_seines,1,0.07,0.0,2.77,2.36,8.3
-12.0,-77.4,2023-01,PER,purse_seines,6,15.09,21.78,23.17,65.66,9.0
-15.1,-77.8,2023-02,PER,set_gillnets,1,0.84,4.11,0.0,9.17,6.9
-14.8,-77.4,2023-02,PER,other_purse_seines,6,12.57,13.57,16.6,41.38,8.9
-8.3,-79.0,2023-01,PER,tuna_purse_seines,1,0.71,6.19,7.3,3.99,6.9
-8.3,-79.2,2023-01,PER,pole_and_line,1,0.5,1.66,0.0,4.38,6.7
-16.8,-77.6,2023-03,ECU,tuna_purse_seines,1,2.91,3.25,10.66,11.48,7.5
-17.0,-78.3,2023-02,PER,tuna_purse_seines,1,1.28,5.05,6.67,29.45,6.9
-6.6,-80.9,2023-01,AIA,purse_seines,1,2.3,2.48,3.66,12.3,7.7
-17.6,-71.5,2023-01,,other_purse_seines,1,5.17,9.57,11.24,27.12,7.1
-8.2,-79.9,2023-03,PER,other_purse_seines,1,0.11,0.0,5.26,1.14,7.4
-11.0,-77.8,2023-01,PER,tuna_purse_seines,1,2.16,3.36,10.32,18.3,7.9
-13.3,-77.0,2023-01,PER,other_purse_seines,1,0.22,12.3,10.63,3.52,7.0
-16.8,-76.8,2023-03,,purse_seines,1,6.01,7.2,9.68,46.38,7.6
-15.3,-76.5,2023-03,PER,fishing,1,4.8,9.87,20.69,18.2,7.4
-14.6,-77.3,2023-02,PER,other_purse_seines,1,4.17,18.33,11.5,23.42,7.3
-14.5,-77.2,2023-02,PER,set_gillnets,1,1.84,5.86,5.83,15.98,8.6
-14.9,-78.3,2023-02,ECU,tuna_purse_seines,1,3.79,6.89,10.41,67.42,7.2
-14.9,-76.8,2023-02,PER,other_purse_seines,1,4.61,3.36,9.53,23.91,7.1
-6.8,-80.2,2023-01,GBR,other_purse_seines,1,3.2,10.3,7.28,10.01,6.7
-8.2,-79.3,2023-01,PER,pole_and_line,1,0.92,0.0,8.5,9.14,7.8
-10.4,-78.7,2023-01,HND,other_purse_seines,1,0.35,0.0,0.64,7.49,8.0
-6.9,-80.5,2023-01,PER,other_purse_seines,33,21.2448,26.65,23.89,167.57,9.4
-12.0,-77.3,2023-01,PER,other_purse_seines,53,21.2448,33.01,31.53,126.0,9.4
-15.5,-77.2,2023-02,PER,tuna_purse_seines,1,1.06,12.34,9.89,16.83,6.9
-5.1,-81.1,2023-03,ESP,drifting_longlines,1,21.2448,31.73,34.84,83.69,9.0
-14.6,-77.4,2023-03,PER,purse_seines,1,2.06,6.92,6.28,15.02,
-13.4,-76.4,2023-01,,other_purse_seines,2,9.42,12.11,12.51,70.81,7.2
-13.4,-76.8,2023-01,,other_purse_seines,1,1.8,7.57,3.93,18.69,7.2
-16.9,-78.5,2023-03,ECU,tuna_purse_seines,1,1.39,10.43,3.48,5.63,7.4
-15.4,-78.7,2023-03,PER,fishing,1,0.83,4.08,9.72,14.15,6.9
-12.5,-78.7,2023-03,PER,other_purse_seines,4,13.52,22.86,22.64,91.34,9.3
-13.4,-76.4,2023-02,PER,other_purse_seines,1,0.43,0.0,9.57,11.28,7.6
-15.3,-76.9,2023-02,PER,other_purse_seines,1,0.24,4.25,5.21,9.1,8.2
-9.8,-78.5,2023-01,PER,tuna_purse_seines,1,0.65,3.45,0.0,11.12,7.4
-8.7,-81.4,2023-03,PAN,inconclusive,1,0.7,6.26,3.94,4.95,8.3
-6.8,-80.4,2023-02,PER,other_purse_seines,1,2.16,4.58,9.46,7.49,6.8
-14.6,-77.0,2023-03,PER,purse_seines,1,4.69,6.74,9.65,14.68,
-15.5,-77.8,2023-02,,other_purse_seines,1,0.87,4.71,13.42,4.58,7.7
-15.5,-77.4,2023-02,,other_purse_seines,1,1.48,3.92,4.26,10.0,7.2
-6.6,-81.1,2023-01,PER,other_purse_seines,6,18.0,20.1,22.57,98.59,
-4.5,-82.6,2023-03,ECU,tuna_purse_seines,1,1.75,0.0,0.0,24.49,7.6
-10.5,-78.1,2023-02,PER,tuna_purse_seines,1,0.3,10.38,1.98,12.54,7.3
-7.7,-79.7,2023-01,PER,other_purse_seines,48,21.2448,20.27,27.45,148.39,10.4
-17.8,-71.4,2023-01,,other_purse_seines,2,21.2448,26.1,33.23,232.63,9.2
-15.0,-77.2,2023-02,GBR,other_purse_seines,1,1.83,5.85,3.15,11.59,9.2
-7.7,-79.4,2023-02,PER,tuna_purse_seines,1,0.03,9.29,1.97,9.77,7.2
-16.9,-78.3,2023-03,,purse_seines,1,1.29,4.2,8.24,5.38,8.5
-6.1,-81.2,2023-01,PER,tuna_purse_seines,2,3.38,8.01,11.12,19.45,7.2
-13.7,-76.6,2023-01,PER,other_purse_seines,39,21.2448,27.46,29.42,213.49,8.9
-7.3,-79.7,2023-01,,other_purse_seines,1,2.71,9.03,11.92,29.09,7.0
-8.0,-79.6,2023-02,,other_purse_seines,2,0.32,8.82,14.96,6.62,7.6
-7.1,-80.0,2023-01,PER,other_purse_seines,39,21.2448,24.71,26.19,156.67,8.7
-6.0,-81.4,2023-01,HND,other_purse_seines,1,0.79,4.34,1.76,7.98,8.0
-7.9,-79.7,2023-02,PER,fishing,2,4.38,2.44,2.3,18.05,7.2
-7.1,-79.9,2023-02,PER,tuna_purse_seines,1,0.29,0.0,8.17,6.07,7.4
-17.2,-77.5,2023-02,,purse_seines,1,2.35,1.59,3.68,18.0,6.7
-12.3,-77.0,2023-01,,other_purse_seines,1,2.42,0.44,0.45,24.17,
-7.2,-80.3,2023-01,PER,purse_seines,2,6.82,13.87,20.33,31.04,7.8
-13.6,-77.4,2023-02,PER,other_purse_seines,1,1.2,5.59,0.0,5.81,7.9
-15.2,-76.8,2023-02,PER,other_purse_seines,9,19.26,21.66,28.85,72.31,9.5
-8.2,-79.2,2023-01,PER,other_purse_seines,75,21.2448,35.87,30.92,167.54,10.4
-8.4,-79.1,2023-01,GBR,other_purse_seines,1,6.11,11.46,12.39,73.36,7.3
-12.1,-77.2,2023-02,PER,inconclusive,1,21.2448,31.29,24.33,70.55,
-7.7,-79.4,2023-01,PER,purse_seines,3,1.88,8.1,1.4,29.96,7.9
-12.0,-78.5,2023-02,PER,set_longlines,1,0.07,2.29,2.1,4.75,
-7.7,-79.8,2023-01,PER,purse_seines,5,14.56,18.38,27.71,111.53,8.8
-17.0,-78.3,2023-03,PER,other_purse_seines,1,0.98,7.45,15.31,16.19,7.2
-13.3,-76.5,2023-01,,other_purse_seines,3,14.37,20.18,26.06,33.74,8.7
-13.9,-76.6,2023-03,PER,pole_and_line,1,1.24,11.79,9.97,11.33,7.4
-15.8,-77.3,2023-02,ECU,tuna_purse_seines,1,7.01,14.5,9.6,113.05,8.6
-10.9,-78.2,2023-01,PER,purse_seines,1,0.64,7.04,8.42,11.78,6.7
-3.6,-81.2,2023-02,ECU,other_purse_seines,1,0.92,2.29,6.14,6.74,6.6
-11.9,-78.0,2023-03,PER,pole_and_line,1,2.47,3.15,13.51,17.54,8.0
-14.0,-78.0,2023-02,PER,other_purse_seines,1,1.54,2.55,2.45,7.93,7.2
-15.3,-77.9,2023-02,PER,other_purse_seines,1,0.29,12.15,6.86,6.86,7.0
-11.6,-77.4,2023-01,PER,inconclusive,1,5.89,6.69,10.47,24.98,7.8
-7.9,-79.5,2023-01,PER,tuna_purse_seines,4,6.26,6.66,3.99,60.24,7.3
-13.4,-79.9,2023-02,ECU,tuna_purse_seines,1,3.02,9.72,10.54,26.85,7.1
-13.1,-76.9,2023-02,PER,other_purse_seines,4,4.86,6.94,13.77,17.9,7.6
-8.9,-80.9,2023-01,,purse_seines,1,1.61,5.31,5.96,8.0,8.7
-12.9,-77.8,2023-02,PER,pole_and_line,1,0.87,0.0,6.21,6.14,8.7
-15.7,-77.3,2023-02,PER,other_purse_seines,1,1.63,5.67,11.17,7.4,7.3
-16.9,-77.0,2023-03,PER,other_purse_seines,1,0.97,4.89,6.57,11.62,6.9
-15.3,-75.4,2023-03,PER,other_purse_seines,2,3.22,5.47,6.71,11.39,7.5
-7.6,-79.6,2023-01,,other_purse_seines,3,2.34,5.18,6.65,12.88,
-12.2,-77.0,2023-03,PER,inconclusive,1,4.61,8.6,6.87,22.78,7.6
-12.2,-77.2,2023-01,PER,tuna_purse_seines,1,1.84,7.85,14.19,13.79,8.2
-14.9,-77.8,2023-02,PER,other_purse_seines,12,21.2448,25.1,28.17,145.94,9.3
-9.9,-78.4,2023-01,AIA,purse_seines,1,0.85,7.63,11.33,18.7,7.5
-14.9,-77.8,2023-02,PER,purse_seines,1,1.33,8.91,9.9,2.63,6.6
-7.8,-79.7,2023-01,PER,other_purse_seines,27,21.2448,25.08,26.25,115.13,8.7
-3.8,-81.4,2023-01,ECU,tuna_purse_seines,1,2.86,7.04,4.0,19.42,8.2
-8.3,-79.2,2023-01,HND,other_purse_seines,1,1.05,7.03,4.31,15.13,8.4
-14.7,-77.5,2023-03,,other_purse_seines,1,1.35,0.0,0.0,11.03,
-17.4,-77.7,2023-03,,purse_seines,1,1.08,3.07,3.83,7.37,8.9
-11.2,-77.7,2023-01,PER,other_purse_seines,18,21.2448,34.67,31.73,85.18,9.2
-13.2,-77.1,2023-01,PER,other_purse_seines,2,8.15,7.9,10.3,45.29,7.7
-10.7,-78.0,2023-01,PER,purse_seines,3,6.57,9.07,10.48,51.45,7.5
-14.1,-77.2,2023-01,PER,pole_and_line,1,2.45,8.16,14.74,16.66,6.7
-17.7,-71.4,2023-02,,other_purse_seines,1,1.44,7.01,4.39,13.98,8.6
-8.0,-79.3,2023-01,PER,tuna_purse_seines,1,0.91,5.38,6.94,17.47,6.6
-13.2,-77.0,2023-01,HND,other_purse_seines,1,1.02,3.99,10.47,7.6,7.3
-13.9,-77.9,2023-02,PER,other_purse_seines,1,3.93,7.45,6.32,36.75,6.9
-13.8,-76.4,2023-02,PER,pole_and_line,1,0.23,5.06,3.35,4.67,6.8
-7.4,-79.9,2023-01,PER,purse_seines,3,2.04,9.13,0.0,20.33,7.1
-15.2,-77.8,2023-02,PER,other_purse_seines,8,16.97,20.78,23.17,89.59,9.0
-8.1,-79.6,2023-01,GBR,other_purse_seines,1,1.64,0.79,2.38,5.56,7.6
-12.3,-77.1,2023-01,SSD,tuna_purse_seines,1,3.7,7.01,9.14,19.93,8.1
-16.9,-77.1,2023-03,ECU,tuna_purse_seines,1,4.3,15.96,15.3,27.4,6.7
-17.0,-78.4,2023-03,ECU,tuna_purse_seines,2,11.9,18.28,24.07,57.22,9.4
-9.5,-78.5,2023-02,PER,fishing,1,0.72,5.08,8.31,5.8,9.1
-9.3,-79.0,2023-01,PER,tuna_purse_seines,3,8.52,9.86,10.48,22.12,8.4
-11.8,-77.8,2023-03,PER,other_purse_seines,1,3.78,3.53,8.38,24.59,7.1
-6.7,-80.7,2023-01,PER,tuna_purse_seines,3,6.94,12.47,8.95,20.6,7.1
-6.3,-81.1,2023-01,PER,pole_and_line,1,2.72,7.81,4.4,21.67,7.4
-12.8,-77.9,2023-02,PER,pole_and_line,1,2.82,8.18,8.61,14.55,7.5
-6.7,-80.4,2023-02,PER,other_purse_seines,2,2.93,3.83,17.36,11.64,6.9
-15.5,-78.7,2023-03,ECU,tuna_purse_seines,1,1.1,3.62,10.21,14.57,7.6
-16.8,-78.0,2023-03,ECU,tuna_purse_seines,1,5.05,8.19,10.11,36.56,7.0
-8.7,-79.3,2023-01,PER,fishing,1,0.83,2.55,0.0,11.64,7.3
-13.8,-76.5,2023-01,PER,other_purse_seines,42,21.2448,24.94,39.29,213.42,8.7
-13.5,-77.0,2023-01,PER,fishing,1,0.74,2.61,0.0,4.74,6.6
-6.0,-81.3,2023-01,PER,other_purse_seines,18,21.2448,20.94,24.13,137.47,9.3
-9.8,-78.5,2023-01,AIA,purse_seines,1,5.01,6.88,7.96,19.59,8.1
-9.4,-78.7,2023-01,PER,other_purse_seines,16,21.2448,20.55,27.1,86.24,11.4
-15.0,-77.3,2023-02,PER,fishing,1,0.73,2.66,0.64,5.27,6.8
-8.5,-79.1,2023-01,PER,pole_and_line,1,0.03,9.31,3.71,6.83,9.7
-10.3,-79.9,2023-03,PER,other_purse_seines,1,0.37,0.0,0.0,10.67,7.6
-11.0,-78.1,2023-01,PER,purse_seines,1,1.45,9.27,6.49,8.55,6.4
-6.8,-80.6,2023-01,PER,other_purse_seines,38,21.2448,19.43,20.05,106.58,8.9
-10.9,-78.0,2023-01,PER,tuna_purse_seines,1,0.69,6.18,2.1,5.5,
-10.3,-78.2,2023-01,PER,purse_seines,2,5.52,3.96,0.0,29.12,7.1
-12.5,-76.9,2023-01,PER,purse_seines,6,12.6,14.29,22.25,27.37,8.7
-11.1,-77.7,2023-01,PER,other_purse_seines,17,21.2448,27.77,22.92,110.99,8.7
-13.4,-76.6,2023-01,PER,other_purse_seines,8,9.33,15.69,15.89,52.5,7.9
-10.2,-78.3,2023-01,PER,purse_seines,4,18.84,22.75,24.3,149.77,10.0
-12.4,-76.9,2023-01,,other_purse_seines,3,6.48,16.63,15.06,41.04,7.8
-6.8,-80.2,2023-02,PER,purse_seines,3,4.98,1.35,4.72,24.61,7.7
-16.1,-77.2,2023-03,PER,tuna_purse_seines,3,14.92,20.24,32.54,94.82,8.2
-16.0,-76.1,2023-03,,pole_and_line,1,4.0,10.64,10.29,37.27,7.1
-9.1,-78.6,2023-03,PER,purse_seines,1,0.4,3.53,0.0,10.99,7.4
-7.0,-80.4,2023-01,PER,other_purse_seines,6,5.54,11.59,14.93,44.37,8.0
-12.5,-77.2,2023-03,PER,pole_and_line,1,10.54,15.65,12.8,90.61,7.8
-17.5,-77.8,2023-03,ECU,tuna_purse_seines,1,0.18,6.57,1.75,11.12,7.6
-11.6,-78.3,2023-03,PER,other_purse_seines,1,0.63,4.56,5.37,9.39,7.7
-10.6,-81.3,2023-02,PAN,tuna_purse_seines,1,0.11,7.86,14.87,5.12,8.2
-12.3,-77.0,2023-01,PER,other_purse_seines,21,21.2448,29.11,29.4,65.76,9.7
-9.3,-78.8,2023-01,AIA,purse_seines,1,0.35,3.3,4.38,3.6,6.6
-10.2,-81.9,2023-03,,purse_seines,1,1.1,4.73,2.0,10.77,6.8
-14.2,-77.7,2023-02,PER,purse_seines,1,1.02,5.13,0.0,13.51,7.1
-13.5,-76.4,2023-03,PER,fishing,1,1.49,5.3,3.52,12.82,6.5
-8.9,-80.0,2023-01,PER,other_purse_seines,2,0.26,12.72,11.68,5.18,7.3
-8.3,-79.3,2023-01,AIA,purse_seines,1,2.46,4.51,6.99,28.03,7.5
-14.5,-76.9,2023-01,PER,pole_and_line,1,3.63,7.16,3.3,14.25,
-7.5,-82.1,2023-02,PAN,tuna_purse_seines,1,0.41,7.16,1.14,9.95,7.1
-10.0,-78.7,2023-02,PER,other_purse_seines,1,0.05,7.01,4.47,5.69,7.0
-15.6,-77.3,2023-02,PER,other_purse_seines,3,4.03,11.57,16.48,15.76,8.2
-17.7,-77.6,2023-03,ECU,tuna_purse_seines,1,1.24,6.14,3.04,14.34,
-7.6,-79.9,2023-03,PER,other_purse_seines,2,2.32,8.89,5.2,13.17,7.0
-12.1,-78.6,2023-02,PER,purse_seines,1,15.38,28.07,26.11,27.23,10.5
-3.5,-80.9,2023-02,PER,other_purse_seines,1,0.1,8.26,15.78,6.08,7.9
-8.9,-79.2,2023-01,PER,other_purse_seines,1,1.75,5.44,6.39,14.63,7.2
-9.2,-78.7,2023-01,AIA,purse_seines,1,0.72,8.74,2.63,7.7,6.7
-16.3,-78.0,2023-03,ECU,tuna_purse_seines,2,2.0,10.67,4.85,31.03,7.4
-12.2,-78.6,2023-02,PER,set_longlines,1,1.18,11.9,8.06,7.64,7.5
-7.6,-79.9,2023-02,PER,tuna_purse_seines,2,1.05,9.29,11.2,4.69,7.9
-17.1,-77.7,2023-03,PER,tuna_purse_seines,1,2.34,3.8,11.49,17.95,7.7
-15.0,-77.6,2023-02,PER,other_purse_seines,2,4.09,10.42,8.99,22.61,8.1
-16.5,-77.3,2023-03,ECU,tuna_purse_seines,1,6.05,10.77,17.73,30.74,8.1
-8.9,-79.9,2023-03,PER,other_purse_seines,1,0.18,4.28,3.29,15.12,7.9
-8.1,-79.5,2023-01,PER,fishing,2,5.0,8.76,11.29,45.42,7.3
-7.2,-79.9,2023-01,PER,purse_seines,3,4.77,9.93,12.62,45.55,7.7
-7.6,-80.0,2023-01,PER,other_purse_seines,4,5.78,12.5,19.31,47.09,7.2
-8.2,-79.1,2023-01,PER,tuna_purse_seines,4,6.95,11.44,10.46,46.81,8.3
-11.5,-81.2,2023-03,ECU,tuna_purse_seines,1,0.29,5.75,9.59,5.94,8.7
-15.6,-77.2,2023-02,,other_purse_seines,1,2.66,3.18,8.47,25.67,6.5
-12.9,-76.9,2023-02,PER,other_purse_seines,11,21.2448,25.5,25.39,90.45,8.2
-5.7,-81.2,2023-01,PER,other_purse_seines,2,8.21,10.89,17.82,33.26,8.9
-16.7,-77.1,2023-03,ECU,tuna_purse_seines,2,4.47,10.85,16.73,13.88,9.5
-15.1,-77.8,2023-02,PER,other_purse_seines,4,17.31,25.12,25.24,95.31,8.6
-14.4,-77.5,2023-02,PER,purse_seines,1,1.02,2.99,0.67,6.21,7.0
-14.6,-76.5,2023-01,PER,other_purse_seines,1,2.39,7.37,8.49,22.9,
-8.4,-79.7,2023-01,PER,other_purse_seines,1,1.0,5.49,6.02,11.59,7.2
-9.0,-78.8,2023-01,PER,fishing,1,0.08,0.0,0.0,2.54,6.6
-10.5,-78.1,2023-02,PER,inconclusive,1,0.59,1.38,5.01,10.91,6.8
-10.5,-78.2,2023-02,PER,other_purse_seines,3,2.35,8.2,6.8,11.89,7.4
-17.2,-72.0,2023-02,,other_purse_seines,3,17.94,27.4,29.16,110.16,9.0
-7.7,-79.6,2023-01,PER,tuna_purse_seines,2,2.45,5.71,3.45,30.21,7.1
-13.4,-76.5,2023-01,HND,other_purse_seines,1,1.78,6.92,9.98,15.71,7.1
-8.0,-79.5,2023-03,PER,other_purse_seines,1,0.23,9.17,15.91,8.83,7.1
-7.2,-80.5,2023-01,PER,other_purse_seines,1,2.31,8.71,1.76,19.15,8.0
-6.6,-81.9,2023-02,PER,other_purse_seines,1,0.1,4.04,0.0,8.26,7.3
-13.3,-76.8,2023-02,PER,other_purse_seines,1,4.29,13.04,12.0,26.83,8.2
-6.6,-81.5,2023-03,ECU,fishing,1,1.41,5.78,9.77,19.77,7.4
-8.0,-80.7,2023-03,PER,other_purse_seines,1,5.3,14.58,15.86,29.22,7.6
-8.1,-79.6,2023-01,AIA,purse_seines,1,3.03,9.02,10.1,22.23,7.2
-16.9,-78.2,2023-03,PER,tuna_purse_seines,1,4.94,8.41,10.85,47.2,8.4
-8.2,-79.6,2023-01,PER,tuna_purse_seines,1,4.06,9.01,12.13,32.73,7.8
-13.9,-76.6,2023-01,PER,other_purse_seines,28,21.2448,29.09,31.95,50.88,8.7
-7.3,-79.8,2023-01,PER,fishing,1,0.87,2.44,12.06,5.59,7.6
-7.6,-79.7,2023-01,PER,other_purse_seines,69,21.2448,25.5,23.59,125.37,8.2
-14.8,-76.9,2023-02,PER,other_purse_seines,1,0.22,5.68,4.92,2.8,
-7.7,-79.6,2023-01,GBR,other_purse_seines,1,1.15,5.89,1.79,19.53,10.1
-6.1,-83.1,2023-01,PAN,tuna_purse_seines,1,0.56,0.0,3.62,25.14,6.7
-6.7,-81.1,2023-01,PER,other_purse_seines,1,0.12,15.52,10.52,9.36,6.8
-14.6,-77.3,2023-02,PER,set_gillnets,1,2.09,7.23,9.94,7.6,7.6
-13.3,-76.6,2023-01,SSD,tuna_purse_seines,1,1.02,7.5,5.46,11.3,9.5
-7.9,-79.8,2023-02,PER,tuna_purse_seines,2,1.4,10.5,10.79,21.4,6.9
-3.5,-81.3,2023-03,ECU,other_purse_seines,1,1.83,11.11,0.91,10.3,7.6
-13.7,-76.6,2023-01,PER,purse_seines,4,5.72,11.96,7.98,45.59,7.4
-9.0,-78.8,2023-01,PER,tuna_purse_seines,2,2.61,14.12,14.48,5.81,6.8
-15.0,-75.6,2023-03,PER,other_purse_seines,1,1.85,2.86,3.36,27.87,7.4
-16.5,-78.4,2023-03,ECU,tuna_purse_seines,1,0.88,3.77,8.88,7.39,7.9
-12.4,-77.0,2023-01,SSD,tuna_purse_seines,1,0.91,1.37,1.2,9.39,8.5
